,kdRatio
1429,2.0
2616,1.6490683229813663
2065,1.4076029567053854
2134,1.3238095238095238
3044,0.0
1416,3.153122901276024
1794,2.77027027027027
2023,1.313253012048193
1659,1.3492063492063493
2976,1.0
3621,1.5842490842490842
525,4.479166666666667
3189,2.75
2801,1.6170731707317074
3000,1.821428571428572
2484,1.4891304347826086
1246,1.6185567010309283
2520,1.3861216076949503
2738,1.5900216919739696
1569,1.432193396226415
2988,0.0
1727,2.3468468468468457
911,2.9217081850533813
1141,1.935
3073,0.0
3399,3.0
679,1.8826291079812207
3,2.371794871794872
2612,2.927066450567261
2906,1.337465564738292
254,1.3333333333333333
2256,3.466666666666667
2624,3.7301587301587302
220,2.125
1081,1.583941605839416
1145,0.0
19,3.4586466165413534
1505,1.2713004484304933
1736,4.262626262626263
3503,1.286778398510242
1508,2.0
726,0.0
3231,0.5441370223978921
1515,2.1309823677581865
3449,1.7515923566878984
479,2.059222423146474
3071,2.5384615384615383
2074,0.9864406779661016
1910,1.0
178,0.0
1935,0.0
2507,1.2648936170212766
2576,10.456521739130435
1028,1.5531914893617018
3162,1.995833333333333
3614,1.8268551236749118
895,3.929460580912863
2929,2.0558375634517767
44,3.9618320610687023
1247,2.224857400180126
3230,2.744186046511628
3365,1.6188389923329682
3060,2.050561797752809
1448,1.2132564841498559
3296,2.3326414115204983
921,0.0
943,1.4956140350877194
2498,2.1020408163265305
450,0.0
3469,2.75
2032,2.1047693510555123
1951,2.341463414634146
2905,1.4008179959100204
1699,1.6003262642740617
1819,0.0
2038,1.2413793103448276
1056,2.8260869565217392
900,4.328621908127208
33,4.964285714285714
1846,1.859934853420196
2185,0.0
3432,0.0
3546,0.0
1675,2.0343642611683848
1251,1.8687845303867403
2426,1.8705035971223016
187,2.563953488372093
3165,2.6734192756292203
1956,7.461538461538463
2033,1.1594202898550725
277,2.0895953757225434
3397,1.9524809661328435
1343,1.2962962962962965
721,4.785365853658536
3279,1.9475308641975309
757,2.394572025052192
2868,1.0994152046783623
2146,1.7466007416563658
1235,0.8910065515187612
161,4.62962962962963
244,0.0
39,3.9440993788819885
2910,1.6826923076923077
1602,1.0303030303030305
1580,1.1536162582187688
2159,0.8333333333333334
3513,1.0520625889046942
724,4.206896551724138
1796,2.96829171621086
772,1.4303638644918444
1817,2.607843137254902
865,0.0
1454,1.5246636771300448
1646,1.1463878326996195
1294,1.36652977412731
790,2.220726783310902
3474,0.0
2194,0.0
1396,0.8909090909090909
2176,1.7323420074349445
936,1.2380952380952381
813,2.015845070422535
928,3.0813953488372086
2235,2.1198830409356724
815,1.800711743772242
2299,0.9982758620689656
1463,1.7800269905533064
849,1.5019157088122606
818,1.7206047032474805
1228,1.9650118203309688
1890,0.0
1658,1.955223880597015
1381,1.919571045576408
555,1.0825
188,2.022964509394572
2497,1.227405247813411
1044,0.0
1653,1.7850194552529184
478,0.0
2981,3.035971223021583
1082,2.6469135802469137
1959,0.8461538461538461
3352,2.1739130434782608
1277,0.8660436137071651
564,2.634441087613293
1847,2.077984817115252
2189,1.8502538071065997
3217,1.555299539170507
3535,0.0
497,0.0
972,1.4664634146341464
2630,2.0348837209302326
1040,0.9166666666666666
293,1.4349112426035502
2575,0.0
1638,1.3443354148082072
3598,0.0
3028,2.25
3140,0.0
368,0.0
3293,2.16225165562914
1138,2.0236220472440944
2390,0.9756592292089248
1861,2.3043478260869565
1193,1.1666666666666667
145,5.130434782608695
1419,0.0
418,1.0195272353545737
814,1.7973333333333332
608,2.4906166219839143
601,1.6607642124883504
444,14.484848484848484
97,32.75
2758,1.715890475076059
144,2.028776978417266
1121,1.1864406779661016
1878,2.8974358974358974
1149,2.312
853,1.751968503937008
1583,1.3221153846153846
1344,1.0256673511293637
456,1.8910411622276029
846,1.6981736622877284
1370,3.1724137931034484
6,12.306122448979592
3384,0.8485385296722764
2886,1.1666666666666667
3219,1.7287449392712548
565,3.971580817051509
1551,1.7203389830508475
270,1.5708712613784137
613,3.0
168,0.0
899,3.696969696969697
629,1.6303030303030304
3588,0.8494623655913979
3364,0.7130801687763713
3225,2.701015965166909
554,1.4760479041916168
134,7.886227544910178
1781,1.36
2878,1.7418032786885247
1356,1.7532188841201717
2468,1.7192336035372144
3502,2.0436974789915965
1440,2.3318777292576423
1671,1.3807106598984773
2931,2.1901639344262294
417,4.5
1766,4.278481012658228
3061,1.863157894736842
72,12.232876712328768
2293,1.16354556803995
1620,1.3116438356164384
1477,7.0
2211,2.4615384615384617
2479,0.0
516,4.2105263157894735
263,2.0244786944696282
2794,1.182815356489945
2364,1.563407550822846
2762,1.4444444444444444
1259,1.9191709844559584
205,2.950819672131148
3083,1.8095238095238089
1223,1.2283464566929134
3255,2.4662576687116564
1941,0.0
705,1.062015503875969
3176,2.0
240,1.7333333333333334
1787,2.342230695900858
3095,1.8947916666666669
1630,1.7800687285223369
84,0.0
1495,2.1623931623931623
3145,1.5166666666666666
3273,1.9589041095890407
2650,2.137123745819398
3102,1.691848906560636
1220,2.364963503649636
2152,2.174647887323944
1305,1.3953703703703704
3376,0.9355828220858896
458,1.8541329011345216
2059,1.5103448275862068
1660,1.8823529411764703
2890,1.2987164527421238
246,2.3920386007237635
131,6.342391304347826
2181,1.9842342342342345
3021,2.7349726775956285
95,0.0
1530,25.857142857142854
278,2.048387096774193
3537,0.0
2470,1.7717391304347827
1004,0.0
2736,1.2923433874709978
439,3.5593869731800765
870,2.0065502183406108
513,6.758823529411764
2636,3.3
2974,1.3669724770642202
442,0.0
2896,1.6403810531886742
532,3.2581395348837208
2867,0.8795986622073578
982,1.811764705882353
1582,1.3816254416961131
1413,1.4090909090909092
1128,1.6782407407407407
1230,3.3460774577954315
584,2.2728310502283104
3080,1.5294117647058822
1034,1.799601593625498
2996,1.55
1252,3.1020713750935864
3616,2.4442148760330578
2489,1.5717761557177616
3428,4.4
2342,1.7387661843107387
361,1.6262295081967213
779,1.4104046242774566
3247,1.2857142857142858
2663,1.5203761755485894
1411,1.0
869,1.9047619047619049
874,2.174468085106383
3033,2.8
333,18.894736842105264
2946,1.4242424242424243
1678,2.322834645669291
743,7.4880546075085315
703,1.602373887240356
218,0.0
518,4.7227722772277225
1066,1.2506738544474394
431,1.5813953488372092
2261,0.0
255,2.5517241379310347
1382,0.0
1073,2.793372319688109
2750,1.6217765042979944
2640,1.5331868131868132
2050,0.25
1752,2.739344262295082
1456,1.9604957397366385
2676,2.5928338762214977
1474,1.8232662192393736
1914,2.1846153846153844
2320,1.963265306122449
394,0.0
1579,1.1090909090909091
547,1.0196078431372548
1254,2.3156499349937545
1963,23.0
3386,1.1768990634755463
2102,1.875
2388,1.5675675675675675
2317,9.289156626506024
2735,2.39009900990099
3266,2.0
1313,1.4206128133704736
2596,4.393939393939394
2997,1.8571428571428568
3495,1.1140350877192982
66,1.9761431411530808
3237,2.3157894736842106
2435,1.9408099688473517
2466,1.8564814814814807
2860,1.7747163695299837
2547,118.14285714285714
67,0.0
3593,2.0813397129186604
232,0.4647887323943662
3467,1.6958904109589041
1075,2.243732590529248
2752,1.7662650602409635
2254,7.033333333333332
2483,1.1232876712328768
1973,0.0
340,0.0
291,0.0
1690,1.5870841487279843
2444,2.41027801179444
96,1.9208103130755063
1745,1.721476510067114
3214,0.5
2486,2.0
390,0.0
300,1.6763378465506125
3291,2.032490974729242
1628,1.3941068139963169
626,1.8644736842105265
1453,2.145833333333333
151,7.0
1055,2.9398496240601504
792,2.0309734513274336
970,1.4267399267399268
903,0.0
2943,1.2547425474254743
977,4.4230769230769225
587,1.9379727685325263
328,8.068181818181818
2111,1.2492668621700878
296,1.6565836298932384
1110,2.220657276995305
2000,1.2763819095477391
1402,3.1319444444444446
1709,4.044444444444443
2565,2.384199864956111
1869,2.2448979591836733
2814,2.083802376485304
3464,1.8439849624060147
3306,1.346666666666667
76,1.8670547514159848
3198,1.4300518134715026
1643,1.7545004228585237
3208,0.6622807017543859
932,1.375
2306,0.9813333333333332
659,1.360248447204969
2840,1.3636792452830189
1311,1.3952879581151831
2158,1.7222222222222223
3274,1.8731082654249127
1792,2.318987341772152
2124,1.2839506172839503
3303,2.4150470219435736
994,0.0
1298,1.387047031611411
1392,0.5555555555555556
3610,1.820253164556962
179,0.0
2022,1.3089519650655022
101,4.604395604395603
3468,1.4262711864406783
2070,1.5656016315431682
1281,1.097053726169844
2694,2.590579710144928
927,2.3114754098360657
387,7.0
3391,1.9631268436578169
2601,5.257142857142857
1089,0.0
1791,2.7765017667844525
1903,3.0332640332640333
2404,2.0
1249,1.41948629291183
156,4.260869565217392
415,1.6666666666666667
1102,0.8266978922716628
215,8.227272727272727
142,0.6279491833030852
1154,1.5602836879432624
1099,0.0
2521,1.2744886975242196
2491,0.08695652173913042
130,7.96969696969697
1866,2.4265402843601898
3505,1.3068592057761732
2093,0.0
1712,1.5555555555555556
1094,2.336322869955157
400,1.7142857142857142
1925,1.195121951219512
2361,1.6881720430107527
3475,1.4064997336174747
2945,1.7590711175616836
763,3.4260089686098656
2637,1.2256033578174186
315,0.0
2597,1.087012987012987
290,1.6053268765133173
1296,1.5949764521193093
1518,16.0
2135,1.7652561247216036
3168,3.1256906077348066
695,1.7064744909631664
3262,1.167487684729064
1600,1.4162895927601808
1679,1.5622317596566524
2056,1.6464530892448512
568,2.0103092783505154
2369,3.6779661016949152
2322,4.503937007874017
195,0.0
654,0.0
2332,1.0752941176470587
665,1.5977653631284916
2172,1.577319587628866
3096,1.5139949109414759
3320,1.2413793103448276
1946,0.0
2622,3.6534090909090913
720,6.082142857142857
1821,1.369607843137255
1162,2.156862745098039
1534,1.829268292682927
1965,6.0
1351,1.3225806451612905
955,3.5539358600583086
2571,176.0
45,5.215962441314554
3163,2.1578947368421053
2747,2.1174289245982694
2401,30.0
3107,1.6826265389876882
3372,2.150943396226415
1139,1.8630849220103989
1986,3.8294797687861273
3260,2.256317689530686
1104,1.7924528301886793
1150,2.2389597644749752
507,4.385185185185185
2309,0.9795673076923076
2407,1.7956204379562044
2848,1.1737089201877935
3150,8.0
1030,1.8880813953488367
2926,1.3611111111111112
562,1.2429042904290428
2533,1.6666666666666667
1460,1.3844138834315651
1803,1.6973684210526316
1051,2.4454545454545453
2096,3.3832335329341316
3246,1.2525083612040129
54,0.0
2192,2.0150753768844223
372,3.0985915492957745
2488,2.2105263157894743
603,1.5229885057471264
3030,0.3793103448275862
1486,0.0
1981,3.5
694,1.3886462882096071
1665,0.7058823529411765
1536,3.1953125
2285,1.258222533240028
2998,1.2027397260273969
778,0.7860082304526749
2025,1.997849462365592
3523,1.1092436974789917
3403,1.3956204379562045
947,0.5
1160,1.6388888888888888
2815,1.6560636182902584
284,1.6141732283464567
2230,1.4394865525672371
767,4.2626970227670755
2132,1.3879472693032016
1775,0.3
3204,1.5862068965517242
17,4.151515151515151
1673,1.5
2780,1.6590214067278288
1561,0.8062234794908062
2180,1.971758664955071
2773,1.3718836565096952
794,1.5990939977349945
2864,1.2348224513172967
2583,0.0
2200,1.7671620665251238
2907,1.2666666666666666
1798,0.1129032258064516
3183,2.2390243902439027
1018,2.1650631389055923
698,1.8867924528301887
436,0.3076923076923077
893,0.0
1735,5.48
2656,3.316666666666667
473,1.816143497757848
2568,9.0
3608,2.016338298894762
3153,0.0
627,2.50561797752809
3121,1.5952380952380951
1341,2.3793103448275863
1083,1.5944055944055944
369,1.2624584717607974
3636,1.7722419928825623
1958,2.6578947368421053
534,3.1493506493506493
1334,0.4858490566037736
1174,1.5061475409836065
1945,2.0
170,3.1956521739130435
2131,1.5434888635994148
1047,2.7225063938618925
2874,1.6323987538940812
3229,0.0
2774,1.5093666369313112
572,3.0027247956403267
1070,2.718397510696227
1148,2.164189667374381
2246,0.184981684981685
843,1.8958333333333333
2725,2.213675213675214
2202,1.8333333333333333
3356,2.9647398843930635
804,1.5786593707250345
1532,0.25
2232,2.6491803278688524
64,19.095238095238095
2187,2.109546165884194
2651,3.346938775510204
2765,1.9152542372881358
607,2.5041122399612967
2109,0.0
41,14.96875
1130,2.075124378109453
2127,4.553398058252427
3556,0.0
1482,1.8474025974025967
965,5.098648648648648
1200,1.8636363636363635
2262,1.0986547085201794
1806,2.704301075268817
934,0.9272151898734176
1393,1.8641509433962264
2953,2.026809651474531
1919,2.6972477064220177
1744,2.3
3591,1.4285714285714286
1445,0.6525679758308157
1652,0.0
1513,2.3481012658227853
2118,1.4622222222222223
1523,1.1706948640483383
1166,2.1901639344262294
2776,1.4912280701754386
3024,3.5058365758754864
2903,0.9090909090909092
2610,2.8863636363636362
440,0.0
3424,2.0
1035,2.193793103448276
2835,1.3622047244094488
755,3.967924528301887
2965,1.8636363636363635
2742,1.8887343532684284
667,1.0054945054945057
2376,4.382352941176471
2823,1.4574314574314575
258,2.5966101694915253
1684,1.7675159235668791
2834,1.1896392229417203
550,1.0241691842900302
3618,0.2222222222222222
622,2.2096403978576893
3410,1.213314037626628
3341,3.0135440180586905
1972,7.404761904761906
3101,0.0
2204,2.8983957219251337
2515,2.1818181818181817
2626,2.083333333333333
3144,3.195804195804196
983,3.1904761904761907
1309,1.4429133858267718
1333,0.6834532374100719
3521,1.2349624060150377
1537,3.91025641025641
468,2.2218120805369126
3031,1.7401574803149606
1377,2.5521978021978016
2413,2.0865152247462544
1436,0.0
1610,0.0
2720,1.4977777777777783
2041,0.972027972027972
510,3.3375
3241,1.9162520729684909
56,10.0625
208,6.75
683,1.9216384683882457
3635,1.6091954022988506
3099,1.375
2241,0.9478079331941544
981,3.6666666666666665
1595,0.0
2697,2.548192771084337
827,1.6542553191489362
3409,1.1865828092243187
2162,0.6842105263157895
3405,1.1451612903225807
1431,0.0
2042,1.0
1875,0.8333333333333334
356,4.521739130434782
2217,0.6514084507042254
1510,1.7584541062801933
3541,0.0
967,5.5437262357414445
2331,1.178082191780822
677,1.4384615384615385
477,2.4713983050847457
1286,1.5091743119266054
2366,1.5184210526315791
1439,1.5236768802228409
559,0.4553571428571429
1290,0.0
3629,2.064748201438849
2683,1.1489001692047378
2559,11.252747252747254
1900,0.0
3045,0.0
1611,0.0
1437,1.4262295081967211
1693,1.4166666666666667
3346,2.1405940594059407
691,1.6455223880597014
3209,0.6979166666666666
1127,0.0
3085,0.0
2229,1.5151802656546491
604,0.0
416,2.1184120465434635
1449,1.4615384615384617
3324,1.9922178988326849
68,5.336601307189542
2526,1.3195020746887969
2540,0.0
2530,1.3214285714285714
2719,1.7407407407407407
2282,0.0
653,2.402941176470588
2858,1.5865302642796248
561,1.0
996,2.0235934664246824
1923,2.793333333333333
1651,0.0
1270,1.3494505494505495
2732,1.9602941176470587
2223,0.0
2439,1.8948863636363635
2802,1.6324786324786325
1591,1.806451612903225
560,0.328042328042328
358,6.126984126984127
3473,1.0930232558139534
1215,2.0717131474103585
3249,1.3021582733812949
2675,2.172503242542153
708,1.9887820512820515
1871,1.8545454545454545
1548,1.1666666666666667
49,2.9696969696969697
121,1.3540856031128403
2863,0.8961881589618816
3538,0.0
885,4.035714285714286
935,3.8974358974358982
3633,1.5590599876314162
1033,1.6440677966101696
2866,1.5317073170731708
1842,2.1924019607843137
1772,1.8358208955223885
2722,1.9982394366197185
1103,1.5551330798479088
1410,0.0
1399,3.0267379679144386
892,0.0
2779,1.6216617210682494
1274,1.5357561547479484
2671,2.730538922155689
1677,1.94142259414226
2861,1.3885630498533723
3233,1.5753424657534247
1284,2.1451612903225805
99,0.0
1716,3.1284403669724767
1539,0.8260869565217391
1662,1.7627118644067796
2915,1.7268041237113405
491,1.1886792452830188
3288,2.124760076775432
3605,1.4681818181818185
3205,1.6345454545454543
2625,2.577132486388385
979,1.587719298245614
2024,1.9380825565912119
3504,1.1721170395869192
104,36.27272727272727
2897,1.7529486770800131
2726,1.8691729323308268
1462,1.531486146095718
3402,1.301980198019802
2334,0.9269776876267748
526,2.0
2727,0.0
75,3.2803970223325063
1479,1.8461538461538465
329,4.689320388349515
120,2.2442307692307693
1214,0.7495219885277247
750,1.8977556109725688
793,1.7953296703296704
2292,2.0
3582,0.0
3267,2.0
454,6.084337349397591
2238,1.5476190476190477
2753,2.0739726027397256
1686,0.10504201680672268
1357,1.4456521739130437
1863,2.494613434727503
1576,0.9889958734525448
585,6.817777777777778
3396,1.8309070548712203
783,1.366742596810934
2628,1.713768115942029
2271,0.5037593984962406
3566,0.0
279,1.7622699386503067
1563,1.4049180327868849
1834,0.8156424581005587
3256,2.985074626865672
1131,2.5429047486809218
989,0.0
380,0.0
1225,3.4129692832764507
742,7.987012987012987
1171,0.8841201716738197
1287,1.3444108761329303
2325,12.9375
871,1.4177419354838707
3289,1.5437262357414452
2805,1.5593667546174141
1088,2.152941176470588
2938,0.0
464,2.282694848084544
1105,1.8564814814814807
2177,1.7791601866251945
253,0.6889312977099237
2346,2.9709762532981534
116,8.214285714285714
1189,1.881469115191987
1310,1.4800759013282732
3295,2.35
1133,2.088646967340591
930,2.7279411764705883
3142,2.335989375830013
3182,2.4461538461538463
2015,2.127906976744186
9,70.625
1983,0.0
2252,1.2607843137254902
2323,5.8686868686868685
3619,2.625
944,1.5859375
1692,1.586576424139876
2220,0.603448275862069
3194,2.672727272727273
3125,2.09375
3439,1.8203753351206435
1971,2.3846153846153846
275,1.2282019190654985
2017,1.7358490566037736
2963,1.9502515371716045
2766,1.6109537299338998
1807,2.306590257879656
717,4.4444444444444455
1072,1.9444444444444444
2363,1.4782608695652173
2619,3.740143369175627
3326,1.4299674267100977
2434,1.9949238578680204
918,4.494475138121548
3084,0.0
1896,2.382608695652174
3472,1.5948051948051951
177,0.5
764,5.113207547169812
670,0.9252873563218392
2674,3.439739413680781
3624,1.9352226720647767
756,7.230769230769233
1068,1.99250936329588
3533,0.0
898,2.6887755102040822
960,1.3034300791556728
2975,1.4972527472527473
3486,0.616
1493,3.0
2591,0.0
791,2.404802744425385
1920,2.0
697,1.6765327695560253
1007,1.7014563106796117
3379,0.0
2751,1.3266666666666669
123,1.0
775,1.6500691562932226
1362,1.5193905817174516
2092,2.727272727272727
1944,0.0
1802,1.8598130841121496
2312,0.0
3304,2.7050147492625367
2512,1.558645707376058
2517,1.3618556701030928
693,1.3141361256544504
321,1.3893805309734513
1676,1.7296248382923674
522,7.735849056603772
310,1.4667503136762858
2838,0.0
2648,3.8449101796407184
1543,1.129496402877698
2811,0.0
884,4.006849315068493
638,1.9209621993127148
1202,1.85720823798627
3575,0.0
3036,0.0
2179,1.9971297359357063
2396,1.695752009184845
3063,1.9718875502008035
3106,1.3474088291746642
1020,2.144120707596254
692,1.3761061946902655
3079,1.2633788037775446
326,3.1280788177339898
819,1.4680851063829787
395,0.0
1509,1.8390532544378704
3565,0.0
1487,0.0
3368,1.1981981981981982
1424,3.7772925764192142
1826,5.0
2343,2.3776091081593926
2371,3.5294117647058822
2051,1.1724137931034482
3160,8.777777777777779
611,1.5
1742,0.3314917127071823
1347,1.1536259541984732
1444,1.3522727272727273
2250,2.006530127634313
2499,1.6016260162601623
1196,1.7155963302752293
82,9.43421052631579
1778,0.5
733,3.744094488188976
3515,1.4569420035149383
2438,1.3890675241157555
1587,1.5754132231404958
2844,2.0103397341211227
1379,1.0967741935483872
1949,3.3650793650793656
1231,1.1810642709053214
3077,2.0
2244,0.9934800325998372
421,3.071428571428572
2882,0.9675925925925926
2927,2.156862745098039
2087,1.181818181818182
3138,2.1384615384615384
1855,1.804093567251462
1023,2.243809523809524
2764,1.45822102425876
868,1.5931105047748977
2259,0.7685950413223142
2721,2.710144927536232
1906,3.2133333333333334
2219,0.677570093457944
2166,0.0
1990,0.0
2039,1.9866666666666664
1061,0.0
1942,1.0
3206,1.7158878504672896
3290,1.735042735042735
1533,1.52880658436214
3490,1.0447284345047922
3508,1.2727272727272727
3585,1.4768946395563771
3312,2.5875
1324,3.2460732984293195
1098,3.0674157303370784
365,1.3991655076495133
1695,2.2849162011173183
2514,0.04
2198,1.8476190476190482
3313,2.6735294117647057
2469,17.142857142857142
1414,1.4178321678321684
2934,1.0080645161290325
2493,1.4045801526717556
662,1.82089552238806
2316,5.2317073170731705
589,1.776536312849162
2798,1.3465189873417722
1962,0.0
2809,1.1313868613138691
2853,1.4890986007159128
1122,1.13180169286578
318,1.911578947368421
252,2.0637522768670307
2428,2.3541666666666665
1711,2.6666666666666665
2739,1.68
620,1.5240963855421688
3319,0.9933993399339934
1147,1.75
2893,1.6434108527131783
1617,0.9016736401673641
1664,1.2419354838709675
3462,0.0
3013,5.4
1417,0.775
681,0.0
3137,1.565365025466893
1465,2.8830645161290325
3250,1.0909090909090908
424,1.1623376623376624
2084,1.5912408759124088
172,4.954545454545454
3348,2.231638418079096
2449,0.0
2286,1.312704552216602
114,2.463815789473684
1641,1.4536793026555848
2002,1.0804597701149423
206,0.0
3027,2.4375
1491,11.647058823529413
1276,0.7802197802197802
425,1.5581395348837208
323,1.3414634146341464
3555,0.0
2415,1.6428571428571428
1640,0.0
1017,1.971789161098738
2555,215.0
2673,2.589322381930185
1222,1.7069271758436946
1271,1.5276967930029155
3258,2.427083333333333
641,1.5681818181818181
305,1.8586666666666667
243,2.346530920060332
1434,1.9957081545064377
3374,1.4867424242424243
1163,1.8911764705882352
81,9.9
3011,0.6666666666666666
1285,1.34805890227577
1369,1.4249605055292258
1998,0.8181818181818182
2757,0.5827814569536424
1297,1.90715667311412
689,1.6442125237191652
427,2.896860986547085
314,1.5278688524590165
3235,1.28954802259887
1195,1.5084745762711864
1996,1.7907692307692311
351,11.31372549019608
3539,0.0
2695,2.4056939501779357
1307,0.0
2474,7.647058823529411
3528,0.0
1488,0.9501718213058421
3388,1.3872308273517189
762,3.6120917917034414
1876,2.558376305698797
2171,0.9200438116100766
1928,2.0
2236,1.7103321033210332
1432,0.631578947368421
531,3.310756972111553
738,4.934707903780068
1326,4.404255319148937
3197,0.3448275862068966
651,2.0200856108001317
2670,2.0044642857142856
2173,2.1631912964641886
2936,0.8841201716738197
808,2.0734939759036144
1531,1.6221518987341772
3113,2.1392405063291138
887,4.044585987261146
3103,1.5995316159250583
730,2.513409961685824
3563,0.0
598,1.3134715025906736
3606,2.0748502994011977
377,5.4226804123711325
3594,2.1111111111111107
2318,1.8496732026143792
2360,14.571428571428573
1226,0.8645690834473324
437,1.4533479692645443
3557,0.0
2355,1.9211618257261407
20,4.476190476190476
180,1.387205387205387
1146,2.079663212435233
2523,0.0
3076,1.2932692307692308
327,4.5234375
543,3.2259887005649714
3223,1.7258064516129032
3019,0.0
2372,48.90909090909091
978,3.8717105263157885
487,3.7798634812286687
1238,1.981060606060606
2714,1.2692307692307692
3481,1.5548098434004474
157,3.4271356783919598
21,3.716262975778547
1109,2.0313901345291483
2842,1.254863813229572
1873,0.0
1633,1.2208530805687203
1408,0.0
2693,2.6944444444444446
273,0.0
1331,0.7526881720430108
1734,2.952
1840,1.318289786223278
2839,1.451761102603369
2340,2.2065727699530515
1112,1.5625
3130,2.478688524590164
1137,3.5555555555555562
904,7.956521739130435
1721,0.5142857142857142
3628,2.2184945023963922
2708,2.015094339622641
3414,1.319148936170213
2932,1.9709228824273075
2078,1.6524590163934427
1405,2.2935897435897434
24,0.0
92,4.879828326180258
1750,4.516339869281046
238,2.1748633879781423
1485,7.333333333333332
2442,2.016460905349794
1199,1.9515738498789343
2599,2.7804878048780486
299,1.7368421052631582
2391,1.5727590221187426
1921,2.640062597809077
602,1.8087912087912088
578,2.575657894736842
15,2.37007874015748
3186,2.9481865284974087
2145,1.5517241379310345
1931,1.056470588235294
51,4.819148936170213
2649,2.7218543046357606
3445,1.7016949152542367
1026,2.8125
28,3.388059701492537
2310,0.0
2900,1.9035532994923856
3363,0.0
1588,1.2838709677419355
1970,2.636363636363636
3109,1.7869974337040204
785,1.0477386934673367
3285,2.2481315396113604
1240,2.8954393770856512
3603,3.0686274509803924
3161,1.217616580310881
2327,29.0
862,1.8239467849223947
196,6.258862324814509
3597,0.0
722,1.3920704845814975
501,4.798165137614679
2709,1.7818181818181815
143,4.875
1385,1.36
2705,1.6769759450171822
1993,2.198224852071006
3531,0.0
839,1.562111801242236
671,0.0
3512,1.2902439024390244
2808,1.2469437652811737
158,1.862068965517241
280,0.0
2923,0.0
3131,1.8625592417061607
1471,1.6006825938566551
2641,0.7543859649122807
2778,1.2469437652811737
3227,1.9458544839255496
3420,1.3954041204437402
3453,0.34375
3510,0.9784172661870504
236,2.0103359173126614
214,5.282296650717703
1550,1.360242179616549
2418,45.0
3040,2.5217391304347827
3257,3.0469798657718123
2034,1.1379310344827591
155,3.7375
169,1.8728813559322035
2142,3.1164021164021163
1428,2.0
2175,2.1538461538461537
26,4.236111111111111
272,2.0
925,3.632850241545893
1953,4.740088105726874
574,9.377675840978592
2740,1.5560975609756098
3048,1.6206896551724137
336,0.5294117647058824
1425,2.4324324324324325
1302,1.2890295358649788
533,4.130730050933786
1801,1.909502262443439
5,3.6267942583732062
2275,0.9634831460674156
2588,0.0
197,0.14705882352941174
769,1.6833013435700577
203,4.250896057347672
493,7.725
289,0.0
1682,1.421487603305785
2531,1.243353783231084
3369,1.3016877637130801
3529,0.0
2307,3.2
268,1.7015209125475286
1737,4.791304347826087
512,3.0346820809248567
1731,2.5544554455445545
1217,1.3666666666666667
913,19.0
740,2.8156424581005584
1342,1.1240208877284594
614,1.0
2554,0.5
234,0.0
3622,1.5945273631840795
1420,2.406952965235173
3444,0.0
2324,15.0
2570,0.05555555555555555
3193,2.3285714285714287
60,16.764705882352942
1194,1.714705882352941
3540,0.0
410,1.8571428571428568
2728,2.034108527131783
736,4.5479452054794525
3422,1.0059701492537314
1547,0.0
2302,1.303270564915758
85,3.271816881258941
718,2.732558139534884
1661,1.6953271028037382
63,23.8125
1390,0.7
1125,2.686678352322524
1059,0.0
1459,1.3523523523523524
2979,0.7495219885277247
3377,1.0186046511627906
1938,1.7826086956521738
949,0.0
2539,779.0
2881,1.1488095238095235
43,3.3529411764705883
897,5.3921568627450975
3088,1.5681818181818181
283,2.169971671388102
579,2.235487404162103
1943,1.5454545454545454
3281,1.9442675159235667
1320,1.0
3055,0.0
1458,1.1801242236024845
3243,1.6666666666666667
1142,2.075484011311725
860,1.150709219858156
3525,1.1009009009009008
2227,3.721461187214612
645,2.0
1372,2.0359116022099446
1960,3.8260869565217392
1683,2.0387096774193547
2949,1.8573743922204209
923,4.3865979381443285
907,3.9206349206349214
3577,0.0
90,5.1265822784810124
1467,1.8333333333333333
1612,0.0
2347,2.86046511627907
2990,1.9377990430622007
435,0.0
1761,4.0098039215686265
666,1.6894736842105262
976,2.5448113207547167
1052,0.0
1835,3.0
2525,2.0
2951,1.5696969696969696
2919,1.4124168514412416
1260,0.6649874055415617
787,1.3659638554216869
3547,0.0
3532,0.0
2072,2.160270880361174
1016,2.193640246796393
2916,1.4202334630350195
3001,3.0
13,1.75
74,3.4267241379310347
1566,0.0
1244,3.643037974683544
3519,1.730582524271845
1538,1.48
2245,1.5720338983050848
1250,7.505784526391902
1067,1.699481865284974
1348,4.456252213956784
3212,0.0
3381,1.3613963039014374
566,1.7715617715617715
858,1.4840116279069768
2961,1.7155963302752293
924,5.006756756756757
2188,1.1333333333333333
2291,0.4566037735849057
1884,2.5526315789473686
2789,2.18728323699422
355,3.803814713896458
3426,1.7142857142857142
3440,1.6572890025575449
2421,47.93333333333333
3612,1.785270629991127
2352,2.8363636363636364
1232,1.9063052445492048
176,2.6111111111111107
1627,1.7390180878552972
2841,1.5988819007686932
1079,3.213483146067416
452,2.8851727982162765
2790,1.1224018475750577
2768,0.8076923076923077
2433,1.6633416458852868
1143,2.2014388489208634
302,2.0212224108658745
2698,1.817891373801917
699,1.893207410098075
1795,2.1468253968253967
2128,2.6009708737864083
521,11.475903614457831
2713,0.7272727272727273
3637,3.1136363636363638
1374,1.3571428571428572
3408,1.3526876842821502
883,4.410774410774411
