,kdRatio
2086,1.4220183486238531
3270,1.7972972972972974
306,0.5103734439834025
1316,1.4078549848942599
2289,0.0
3220,2.0361111111111105
1601,0.0
2579,0.0
974,9.201474201474204
2387,1.1347826086956525
2049,1.247282608695652
1178,1.2547425474254743
2208,1.0328947368421053
2577,0.5049864007252947
1793,2.938362260792167
2549,64.0
2099,2.258426966292135
77,0.0
242,2.533512064343164
3248,1.2179887570268582
3450,1.7821782178217822
1248,1.393093313739897
1725,2.609090909090909
1648,1.3202933985330074
12,0.9444444444444444
3518,1.4736842105263157
471,2.277310924369748
1301,1.3827160493827158
3309,2.4534161490683237
3252,0.0
1586,1.6542056074766356
3151,2.0443037974683542
3361,2.647058823529412
2723,1.3159509202453987
1015,2.1111111111111107
3483,1.33419689119171
125,2.353448275862069
3251,0.0
1065,1.3478260869565215
2600,3.698979591836735
1804,2.6475279106858056
2007,2.481717011128776
3133,1.977346278317152
1674,1.6521739130434785
2846,1.5914051841746248
1389,0.0
2088,1.152136752136752
153,2.9618644067796613
1100,0.0
2532,1.1771653543307086
1516,2.1105263157894742
3017,2.8729641693811074
1,13.0
1838,1.577319587628866
2311,0.0
2813,0.5908045977011495
1404,3.172566371681416
1780,1.5
1234,4.135627530364372
3471,1.6332518337408313
2126,3.467391304347826
2035,1.2716763005780347
3170,2.8740245261984394
1188,2.026809651474531
3576,0.0
1625,1.5660948536831485
725,2.7058823529411766
1242,1.4568958980968991
216,3.044943820224719
1754,4.132492113564669
3196,0.0
1967,2.3529411764705883
2399,1.806378132118451
2715,0.7
250,2.0460921843687374
3617,1.9379407616361075
1192,0.5875
233,0.6884615384615385
282,1.6434878587196469
3599,1.0
542,6.275714285714287
3297,2.7676240208877285
1894,2.392344497607656
2553,319.3333333333333
256,2.340764331210191
2274,1.1338983050847458
1172,0.8223684210526315
3203,1.0
998,1.6437125748502994
940,7.2089356110381075
2561,7.0
3459,1.73486328125
728,3.5717821782178216
1433,2.358620689655172
212,8.777777777777779
753,4.215158924205379
3330,1.8958333333333333
34,1.4158415841584158
1049,1.5897435897435896
1783,0.8027397260273973
1622,0.0
3466,1.259469696969697
1371,1.5530726256983238
508,3.333333333333333
441,3.5340909090909087
38,3.4625
105,33.31578947368421
3222,0.0
625,0.0
789,1.6838143036386448
1859,2.095849379546427
1603,1.375
751,1.8588007736943908
1481,1.3830455259026688
1713,3.554838709677419
2019,1.5
3116,1.836518046709129
551,1.088992974238876
474,2.412087912087912
1071,0.0
1799,1.0
1512,1.3876967095851216
2193,1.7580299785867235
1717,3.4166666666666665
2653,3.0253807106598987
2921,1.9415204678362568
2353,1.2420327304048235
1006,1.7547169811320755
3126,2.002642007926024
3454,4.666666666666667
2977,1.45
3025,1.7131782945736431
363,5.005988023952097
2678,3.5568181818181817
1637,1.3293135435992578
3014,2.393607305936073
832,40.375
3232,4.0
2631,1.098585690515807
485,1.8333333333333333
2999,1.7692307692307692
1989,1.3196202531645569
1475,0.0
135,4.222925457102672
2826,1.241635687732342
1820,0.4065934065934066
285,0.5560747663551402
2062,1.5823170731707317
2029,1.96989247311828
1472,2.440536013400335
2137,1.5263157894736843
648,2.519902765116986
2103,1.3214285714285714
2010,2.2974358974358973
1267,1.6967930029154519
3411,1.5618279569892473
3074,2.0140811455847256
3485,0.5539568345323741
1930,0.0
475,2.2406271301976823
2423,0.0
3562,0.0
3334,2.722715404699739
1173,0.0
2818,1.3555840821566107
481,2.4488143435511858
812,1.83625
1636,0.9508196721311476
3543,0.0
2234,1.3234011627906976
1969,1.6
675,1.1882716049382716
3458,3.2222222222222223
217,0.0
3146,4.208333333333333
1152,1.4883720930232558
1553,1.49375
2898,1.7326633165829146
248,2.0168224299065423
403,3.0
2872,0.9692307692307692
319,0.0
2843,1.6530226700251889
590,1.7428103811082534
2807,1.5
586,2.104265402843602
914,2.355987055016181
3065,2.0
2359,1.4479674796747968
1058,1.5543478260869563
1092,2.116504854368932
1895,2.121394230769231
2047,1.4967602591792657
3215,1.8282828282828285
873,1.5107913669064748
447,0.8888888888888888
2804,1.6842105263157894
2730,2.213664596273292
1650,15.0
2892,1.8632737894618585
1853,2.1161904761904764
2362,1.554524361948956
894,2.4344262295081966
2150,0.0
148,3.989425981873112
1893,2.257918552036199
3392,1.7081174438687392
165,3.947121034077556
1186,1.5696969696969696
2800,0.0
237,1.1395348837209305
3010,0.04477611940298507
571,2.5291005291005293
1927,1.916201117318436
3336,2.6989737742303306
3026,7.0
548,1.058974358974359
1123,1.3361486486486491
2339,2.1660130718954247
22,3.23321554770318
3482,1.2545871559633028
2446,1.6725067385444743
2639,4.197115384615385
528,3.617224880382775
230,0.8787878787878788
3149,2.1691394658753707
2578,1.0
2962,1.5726495726495726
3554,0.0
3463,1.617102137767221
886,3.73125
2944,2.0839694656488548
2711,1.3407601572739187
2357,1.3828085957021492
991,1.4444444444444444
3558,0.0
576,2.415584415584416
190,2.754621848739496
316,1.6256381168462848
2744,0.0
1666,2.0
2816,1.4097472924187726
2400,1.708041958041958
856,0.3955223880597015
1457,0.0
2040,1.4693877551020411
2263,0.0
2519,1.8158995815899581
3370,2.1111111111111107
3522,1.2911051212938005
3254,2.3282051282051284
3082,2.0370370370370368
2939,1.5061475409836065
499,4.0920245398773005
1619,1.5340909090909092
1124,1.5964125560538116
366,7.0594059405940595
3331,2.6349206349206344
2075,1.7382336396024751
1724,2.7611940298507465
917,2.252293577981652
2668,2.056338028169014
3527,0.0
577,1.9624060150375944
375,17.333333333333332
696,1.8843537414965987
3097,0.5951219512195122
3164,3.1812297734627832
106,0.0
3499,2.7777777777777777
3442,1.4398907103825136
863,1.2230452674897119
952,1.5144508670520231
984,6.290322580645161
2615,3.8571428571428568
53,0.0
1877,1.9819277108433733
445,3.0312862108922363
3631,2.190243902439025
303,1.6843345111896348
2080,1.2732316227461862
183,1.4736842105263157
2178,1.7560106856634017
2475,1.8456973293768544
2064,0.0
3307,1.75
3461,1.6345870206489677
1366,1.3030660377358492
2215,2.452
70,4.451327433628318
2812,0.0
866,1.6424278846153846
1354,0.5443645083932853
1037,2.0628571428571427
2659,2.0526315789473686
2141,2.6209150326797386
841,2.07035175879397
1093,2.625
962,2.5792
2557,1.0
2978,0.0
922,3.7944444444444434
3200,1.4520958083832336
304,1.9140811455847253
1292,1.3772413793103448
1184,1.8573743922204209
987,2.0181159420289854
2154,2.0798319327731094
3264,1.7602739726027397
10,1.8063063063063065
3188,2.5730337078651684
2201,1.7777777777777777
836,0.5286103542234333
527,3.1346153846153846
3441,1.4101382488479262
2837,1.6386861313868613
1140,1.3832752613240418
546,0.0
225,2.0
3416,1.6768707482993197
685,1.8626292466765144
1936,1.2777777777777777
2661,0.0
1948,4.772151898734177
2100,1.5681818181818181
1899,2.5972222222222223
1581,1.454852004496066
2196,1.7849604221635884
1655,1.4215686274509804
2454,1.5856502242152466
2333,1.0761316872427984
2448,1.5
1685,1.9168937329700275
1570,1.2890995260663507
2191,1.860050890585241
3245,1.6394293125810635
3567,0.0
1681,1.8235294117647056
782,0.0
2560,6.061181434599156
3561,0.0
823,1.4577464788732395
1446,0.7608695652173914
2527,0.99438202247191
2296,0.9862637362637364
3433,2.0
2500,0.9956140350877192
3043,0.0
2957,0.5875
2551,0.0
3351,2.9133333333333336
1818,0.0
1520,1.2666666666666666
2445,1.85
2280,1.4382
3476,0.8532258064516128
141,3.812987012987013
3038,1.9866666666666664
1987,1.927927927927928
3058,2.240399385560676
1322,0.9959239130434784
2052,0.0
2028,1.4564220183486238
1039,1.6153846153846154
2737,1.5629370629370634
1473,1.760119940029985
3632,2.135895032802249
661,1.4285714285714286
1732,3.2516129032258063
3534,0.0
2528,1.5271739130434785
1407,3.259124087591241
480,2.2158054711246202
595,1.1885369532428356
2089,2.238095238095238
1157,0.0
635,2.0904761904761906
826,0.0
2855,1.8880813953488367
594,2.0180806675938805
3211,0.4077669902912621
1933,1.4444444444444444
817,0.9260065288356908
1606,1.6385911179173047
2066,1.5486993345432547
945,0.16666666666666666
986,2.027972027972028
3601,1.5354523227383865
573,2.310924369747899
1021,2.0454065469904963
1808,2.5971269296741
1169,1.0080645161290325
2186,1.5366430260047281
3132,1.886402753872633
2453,1.6273584905660377
2451,1.57
2880,1.5356037151702786
1723,0.0
1060,2.0
3098,1.3615819209039548
948,0.0
3548,0.0
2098,4.8902439024390265
1198,1.9502515371716045
3586,1.7363013698630136
811,2.2203618687550635
3127,1.7505422993492408
530,4.02
2020,1.521875
1101,0.0
1190,0.0
1733,0.0
3155,0.0
877,0.0
1207,1.5277777777777777
770,1.5394736842105263
2097,3.62
3207,1.6049382716049383
688,1.9560810810810807
2073,0.12280701754385966
797,1.8907692307692308
1529,1.4819717819195262
1236,2.4429683051812487
385,0.9
1564,1.4039301310043668
3039,1.6428571428571428
2222,3.0878378378378377
799,2.0664961636828645
1663,1.6
342,4.658064516129032
1478,3.247191011235955
91,6.989010989010987
1490,7.642857142857142
3516,0.0
2914,1.7040610275970385
1922,1.0
1885,3.1764705882352944
2741,1.6859004187994415
2260,1.0963597430406853
1076,3.036036036036036
1120,1.2250803858520902
1577,1.1283582089552242
2328,0.0
1406,3.8
1629,1.6703296703296704
1300,1.4640957446808511
798,2.7358490566037736
504,0.14285714285714285
2269,0.7341040462427746
472,2.3068181818181817
933,0.0
2095,0.2472324723247233
3032,1.8837209302325584
2761,1.345945945945946
1135,2.662415603900975
1328,1.0675355450236967
2563,98.66666666666669
1203,1.3542435424354244
