,hits,kills,headshots,accuracy,shots,deaths,weapon,user,ranking,weapontype_weapon_assault_rifle,weapontype_weapon_launcher,weapontype_weapon_lmg,weapontype_weapon_marksman,weapontype_weapon_melee,weapontype_weapon_other,weapontype_weapon_pistol,weapontype_weapon_shotgun,weapontype_weapon_smg,weapontype_weapon_sniper,gametype_battle,gametype_psn,gametype_xbl
0,1995.0,549.0,104.0,0.1898011606888022,10511.0,135.0,iw8_sm_victor,ChillItWasntMe,10,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1692.0,1194.0,156.0,0.7289961223610513,2321.0,691.0,iw8_sh_charlie725,yungswagboi%231286,51,0,0,0,0,0,0,0,1,0,0,1,0,0
2,1136.0,2211.0,453.0,0.9250814332247556,1228.0,40.0,iw8_sh_romeo870,L_fras,47,0,0,0,0,0,0,0,1,0,0,0,1,0
3,1312.0,538.0,140.0,0.17481678880746168,7505.0,343.0,iw8_lm_mgolf34,DBigPapi2007,24,0,0,1,0,0,0,0,0,0,0,0,1,0
4,97.0,19.0,7.0,0.3579335793357933,271.0,16.0,iw8_sm_charlie9,Los_Blancos44,34,0,0,0,0,0,0,0,0,1,0,0,1,0
5,473.0,562.0,166.0,0.6391891891891892,740.0,71.0,iw8_sn_hdromeo,caa%2311577,26,0,0,0,0,0,0,0,0,0,1,1,0,0
6,2415.0,647.0,182.0,0.2625570776255708,9198.0,218.0,iw8_sm_beta,Bdubzs%231713,8,0,0,0,0,0,0,0,0,1,0,1,0,0
7,0.0,0.0,0.0,0.0,0.0,0.0,iw8_lm_mkilo3,Hayabusa,2,0,0,1,0,0,0,0,0,0,0,0,0,1
8,0.0,0.0,0.0,0.0,0.0,0.0,iw8_me_akimboblunt,Biggie%2321705,9,0,0,0,0,1,0,0,0,0,0,1,0,0
9,698.0,615.0,311.0,0.3728632478632479,1872.0,110.0,iw8_sn_mike14,easyB%2321571,3,0,0,0,1,0,0,0,0,0,0,1,0,0
10,664.0,328.0,52.0,0.24868913857677905,2670.0,225.0,iw8_pi_golf21,Bdongowns,22,0,0,0,0,0,0,1,0,0,0,0,0,1
11,961.0,667.0,85.0,0.7712680577849117,1246.0,522.0,iw8_sh_romeo870,yungswagboi%231286,51,0,0,0,0,0,0,0,1,0,0,1,0,0
12,2756.0,1522.0,255.0,0.5286783042394015,5213.0,819.0,iw8_pi_cpapa,ryva1%232844,50,0,0,0,0,0,0,1,0,0,0,1,0,0
13,1978.0,1011.0,208.0,0.2979813196746008,6638.0,198.0,iw8_ar_asierra12,xtddxZ%231539,17,1,0,0,0,0,0,0,0,0,0,1,0,0
14,4928.0,1130.0,314.0,0.2049661023998669,24043.0,606.0,iw8_ar_kilo433,AtomicCow_,57,1,0,0,0,0,0,0,0,0,0,0,1,0
15,195.0,164.0,7.0,0.2620967741935484,744.0,282.0,iw8_la_kgolf,Ketameme,6,0,1,0,0,0,0,0,0,0,0,0,1,0
16,2175.0,979.0,792.0,0.4352611566940164,4997.0,147.0,iw8_pi_golf21,cheesepufftyler,36,0,0,0,0,0,0,1,0,0,0,0,1,0
17,241.0,258.0,140.0,0.5514874141876429,437.0,77.0,iw8_sn_alpha50,Attacking,28,0,0,0,0,0,0,0,0,0,1,0,0,1
18,288.0,174.0,5.0,0.3482466747279323,827.0,225.0,iw8_la_gromeo,Hfe-,53,0,1,0,0,0,0,0,0,0,0,0,1,0
19,782.0,394.0,86.0,0.2746750965929048,2847.0,254.0,iw8_pi_papa320,D35tr0y3rx2002,59,0,0,0,0,0,0,1,0,0,0,0,1,0
20,2930.0,561.0,131.0,0.15375734676742234,19056.0,515.0,iw8_lm_kilo121,Sillygoose%2311859,18,0,0,1,0,0,0,0,0,0,0,1,0,0
21,523.0,592.0,117.0,0.3156306578153289,1657.0,198.0,iw8_sn_xmike109,oracle%2321895,14,0,0,0,0,0,0,0,0,0,1,1,0,0
22,666.0,582.0,81.0,0.528152260111023,1261.0,351.0,iw8_pi_golf21,PumpleX%232257,45,0,0,0,0,0,0,1,0,0,0,1,0,0
23,2382.0,1666.0,735.0,0.3491644678979771,6822.0,474.0,iw8_ar_akilo47,Vegeta%2312910,7,1,0,0,0,0,0,0,0,0,0,1,0,0
24,145.0,16.0,0.0,0.5087719298245614,285.0,72.0,iw8_la_kgolf,dtownjvr214,46,0,1,0,0,0,0,0,0,0,0,0,1,0
25,765.0,565.0,124.0,0.4616777308388654,1657.0,320.0,iw8_sn_delta,vengefulxz%232126,5,0,0,0,0,0,0,0,0,0,1,1,0,0
26,214.0,292.0,1.0,0.186411149825784,1148.0,441.0,iw8_la_rpapa7,Ketameme,6,0,1,0,0,0,0,0,0,0,0,0,1,0
27,0.0,113.0,0.0,0.0,0.0,484.0,iw8_knife,dtownjvr214,46,0,0,0,0,1,0,0,0,0,0,0,1,0
28,339.0,298.0,83.0,0.5288611544461779,641.0,212.0,iw8_sn_kilo98,willjopp,38,0,0,0,1,0,0,0,0,0,0,0,1,0
29,3035.0,877.0,262.0,0.2988087033572905,10157.0,464.0,iw8_ar_falpha,SeriousFrosti,49,1,0,0,0,0,0,0,0,0,0,0,1,0
30,440.0,615.0,484.0,0.205607476635514,2140.0,45.0,iw8_lm_pkilo,Peppers%2311699,44,0,0,1,0,0,0,0,0,0,0,1,0,0
31,2263.0,1033.0,97.0,0.4514262916417315,5013.0,702.0,iw8_sh_oscar12,Pvt74thva,52,0,0,0,0,0,0,0,1,0,0,0,1,0
32,273.0,79.0,41.0,0.192524682651622,1418.0,99.0,iw8_ar_falpha,Mephitz%2311649,29,1,0,0,0,0,0,0,0,0,0,1,0,0
33,3784.0,1039.0,181.0,0.28577901971150216,13241.0,564.0,iw8_pi_mike9,Its marceee,15,0,0,0,0,0,0,1,0,0,0,0,0,1
34,2696.0,2451.0,869.0,0.4314290286445832,6249.0,1357.0,iw8_sn_kilo98,dekro%232100,58,0,0,0,1,0,0,0,0,0,0,1,0,0
35,0.0,0.0,0.0,0.0,0.0,0.0,iw8_lm_mkilo3,Attacking,28,0,0,1,0,0,0,0,0,0,0,0,0,1
36,556.0,529.0,136.0,0.4231354642313546,1314.0,207.0,iw8_sn_delta,xtddxZ%231539,17,0,0,0,0,0,0,0,0,0,1,1,0,0
37,21.0,5.0,1.0,0.16153846153846155,130.0,5.0,iw8_pi_mike9,ImArmanIII,56,0,0,0,0,0,0,1,0,0,0,0,1,0
38,3558.0,1373.0,214.0,0.2785999530185577,12771.0,603.0,iw8_ar_asierra12,HanzLuger,61,1,0,0,0,0,0,0,0,0,0,0,1,0
39,6655.0,3107.0,785.0,0.3368426380523359,19757.0,1173.0,iw8_ar_falima,ImArmanIII,56,1,0,0,0,0,0,0,0,0,0,0,1,0
40,9.0,4.0,0.0,0.17647058823529413,51.0,1.0,iw8_lm_mgolf36,caa%2311577,26,0,0,1,0,0,0,0,0,0,0,1,0,0
41,0.0,0.0,0.0,0.0,0.0,4.0,iw8_me_riotshield,Bdubzs%231713,8,0,0,0,0,0,1,0,0,0,0,1,0,0
42,0.0,0.0,0.0,0.0,0.0,260.0,iw8_sh_mike26,HighTechWarfare,41,0,0,0,0,0,0,0,1,0,0,0,1,0
43,33.0,295.0,5.0,0.05660377358490566,583.0,236.0,iw8_la_rpapa7,Shoe kit,48,0,1,0,0,0,0,0,0,0,0,0,0,1
44,3797.0,2500.0,486.0,0.18057735292718885,21027.0,929.0,iw8_sm_uzulu,Skyler Hacks V3,60,0,0,0,0,0,0,0,0,1,0,0,0,1
45,0.0,234.0,0.0,0.0,0.0,341.0,iw8_me_riotshield,SeriousFrosti,49,0,0,0,0,0,1,0,0,0,0,0,1,0
46,741.0,509.0,66.0,0.631175468483816,1174.0,293.0,iw8_sh_dpapa12,Slzzpe-ttv,20,0,0,0,0,0,0,0,1,0,0,0,1,0
47,102.0,17.0,4.0,0.20318725099601595,502.0,15.0,iw8_lm_mgolf36,Papadogethan,30,0,0,1,0,0,0,0,0,0,0,0,0,1
48,3665.0,1589.0,240.0,0.2214635325397305,16549.0,337.0,iw8_ar_akilo47,easyB%2321571,3,1,0,0,0,0,0,0,0,0,0,1,0,0
49,1518.0,380.0,69.0,0.2444050877475447,6211.0,281.0,iw8_lm_mkilo3,willjopp,38,0,0,1,0,0,0,0,0,0,0,0,1,0
50,1136.0,586.0,78.0,0.2868686868686869,3960.0,379.0,iw8_pi_mike1911,AtomicCow_,57,0,0,0,0,0,0,1,0,0,0,0,1,0
51,36.0,63.0,13.0,0.3103448275862069,116.0,28.0,iw8_sn_crossbow,Hfe-,53,0,0,0,1,0,0,0,0,0,0,0,1,0
52,0.0,0.0,0.0,0.0,0.0,0.0,iw8_sm_charlie9,vengefulxz%232126,5,0,0,0,0,0,0,0,0,1,0,1,0,0
53,490.0,121.0,16.0,0.19623548257909493,2497.0,84.0,iw8_pi_papa320,Mephitz%2311649,29,0,0,0,0,0,0,1,0,0,0,1,0,0
54,3350.0,2060.0,676.0,0.35737145295498185,9374.0,603.0,iw8_pi_decho,oracle%2321895,14,0,0,0,0,0,0,1,0,0,0,1,0,0
55,1515.0,639.0,173.0,0.25586894105725383,5921.0,152.0,iw8_ar_tango21,xtddxZ%231539,17,1,0,0,0,0,0,0,0,0,0,1,0,0
56,0.0,16.0,0.0,0.0,0.0,18.0,iw8_me_akimboblades,CheekSlapper%231799,25,0,0,0,0,1,0,0,0,0,0,1,0,0
57,763.0,666.0,557.0,0.4482961222091657,1702.0,61.0,iw8_lm_mgolf34,Hayabusa,2,0,0,1,0,0,0,0,0,0,0,0,0,1
58,2089.0,645.0,147.0,0.2862428062482872,7298.0,381.0,iw8_pi_golf21,johnnylatenight,64,0,0,0,0,0,0,1,0,0,0,0,0,1
59,349.0,338.0,130.0,0.6737451737451737,518.0,121.0,iw8_sn_kilo98,caa%2311577,26,0,0,0,1,0,0,0,0,0,0,1,0,0
60,1124.0,354.0,72.0,0.2771203155818541,4056.0,118.0,iw8_lm_lima86,Slzzpe-ttv,20,0,0,1,0,0,0,0,0,0,0,0,1,0
61,2701.0,976.0,144.0,0.2334082267542344,11572.0,610.0,iw8_sm_uzulu,ryva1%232844,50,0,0,0,0,0,0,0,0,1,0,1,0,0
62,1523.0,778.0,203.0,0.3929308565531476,3876.0,404.0,iw8_sn_mike14,vengefulxz%232126,5,0,0,0,1,0,0,0,0,0,0,1,0,0
63,627.0,350.0,37.0,0.5028067361668003,1247.0,125.0,iw8_sh_oscar12,JIIIlllIII%231953,35,0,0,0,0,0,0,0,1,0,0,1,0,0
64,694.0,562.0,153.0,0.8098016336056009,857.0,247.0,iw8_sh_romeo870,ChillItWasntMe,10,0,0,0,0,0,0,0,1,0,0,0,0,1
65,2747.0,1727.0,406.0,0.3202378176731173,8578.0,732.0,iw8_ar_falima,Exeury,43,1,0,0,0,0,0,0,0,0,0,0,1,0
66,20773.0,4649.0,947.0,0.21449517791132314,96846.0,2228.0,iw8_ar_mike4,AtomicCow_,57,1,0,0,0,0,0,0,0,0,0,0,1,0
67,10750.0,1509.0,268.0,0.3195220544525027,33644.0,643.0,iw8_lm_pkilo,HanzLuger,61,0,0,1,0,0,0,0,0,0,0,0,1,0
68,968.0,609.0,105.0,0.15210559396605908,6364.0,341.0,iw8_lm_pkilo,carrypotter%2311124,27,0,0,1,0,0,0,0,0,0,0,1,0,0
69,0.0,1.0,0.0,0.0,0.0,0.0,iw8_ar_tango21,Serkull,12,1,0,0,0,0,0,0,0,0,0,0,0,1
70,524.0,400.0,84.0,0.3071512309495897,1706.0,394.0,iw8_sn_delta,cstt v,11,0,0,0,0,0,0,0,0,0,1,0,0,1
71,4213.0,1408.0,231.0,0.32568027210884354,12936.0,675.0,iw8_pi_mike9,Serkull,12,0,0,0,0,0,0,1,0,0,0,0,0,1
72,2407.0,941.0,217.0,0.2065917088661917,11651.0,257.0,iw8_lm_mgolf36,xtddxZ%231539,17,0,0,1,0,0,0,0,0,0,0,1,0,0
73,1181.0,300.0,48.0,0.15801445009365805,7474.0,430.0,iw8_ar_sierra552,GodlyAcez-,23,1,0,0,0,0,0,0,0,0,0,0,1,0
74,122.0,31.0,4.0,0.18263473053892207,668.0,37.0,iw8_lm_lima86,Papadogethan,30,0,0,1,0,0,0,0,0,0,0,0,0,1
75,1928.0,1231.0,210.0,0.29961149961149963,6435.0,125.0,iw8_ar_asierra12,easyB%2321571,3,1,0,0,0,0,0,0,0,0,0,1,0,0
76,4296.0,1131.0,130.0,0.2996651785714285,14336.0,440.0,iw8_ar_galima,Smokinpdjr%231670,21,1,0,0,0,0,0,0,0,0,0,1,0,0
77,1294.0,574.0,79.0,0.2759650245254852,4689.0,301.0,iw8_pi_golf21,AtomicCow_,57,0,0,0,0,0,0,1,0,0,0,0,1,0
78,141.0,177.0,2.0,0.2266881028938907,622.0,165.0,iw8_la_rpapa7,HighTechWarfare,41,0,1,0,0,0,0,0,0,0,0,0,1,0
79,39.0,8.0,2.0,0.0826271186440678,472.0,23.0,iw8_lm_mgolf34,caa%2311577,26,0,0,1,0,0,0,0,0,0,0,1,0,0
80,3458.0,1400.0,365.0,0.2692726989565488,12842.0,307.0,iw8_ar_akilo47,xtddxZ%231539,17,1,0,0,0,0,0,0,0,0,0,1,0,0
81,5159.0,3761.0,544.0,0.7550124396312016,6833.0,1859.0,iw8_sh_charlie725,cheesepufftyler,36,0,0,0,0,0,0,0,1,0,0,0,1,0
82,1021.0,671.0,266.0,0.24344301382927994,4194.0,322.0,iw8_ar_falpha,Attacking,28,1,0,0,0,0,0,0,0,0,0,0,0,1
83,110.0,239.0,3.0,0.1478494623655914,744.0,246.0,iw8_la_rpapa7,b Supreme d,13,0,1,0,0,0,0,0,0,0,0,0,0,1
84,2323.0,463.0,71.0,0.21321707205139973,10895.0,523.0,iw8_lm_mkilo3,johnnylatenight,64,0,0,1,0,0,0,0,0,0,0,0,0,1
85,0.0,0.0,0.0,0.0,0.0,0.0,iw8_sm_mpapa7,Gamer52595,65,0,0,0,0,0,0,0,0,1,0,0,1,0
86,7.0,20.0,0.0,0.09210526315789473,76.0,7.0,iw8_la_juliet,vGrimr,40,0,1,0,0,0,0,0,0,0,0,0,0,1
87,373.0,45.0,9.0,0.27856609410007466,1339.0,27.0,iw8_lm_mgolf36,dtownjvr214,46,0,0,1,0,0,0,0,0,0,0,0,1,0
88,0.0,154.0,0.0,0.0,0.0,266.0,iw8_knife,cheesepufftyler,36,0,0,0,0,1,0,0,0,0,0,0,1,0
89,500.0,315.0,57.0,0.2295684113865932,2178.0,265.0,iw8_pi_papa320,ccCloudcc,42,0,0,0,0,0,0,1,0,0,0,0,1,0
90,698.0,228.0,58.0,0.3162664250113276,2207.0,277.0,iw8_pi_mike1911,vGrimr,40,0,0,0,0,0,0,1,0,0,0,0,0,1
91,243.0,103.0,14.0,0.6361256544502618,382.0,77.0,iw8_sh_dpapa12,caa%2311577,26,0,0,0,0,0,0,0,1,0,0,1,0,0
92,2726.0,436.0,123.0,0.19463087248322147,14006.0,400.0,iw8_lm_kilo121,dtownjvr214,46,0,0,1,0,0,0,0,0,0,0,0,1,0
93,4599.0,1324.0,196.0,0.2447057571565393,18794.0,732.0,iw8_ar_galima,Attacking,28,1,0,0,0,0,0,0,0,0,0,0,0,1
94,57.0,33.0,1.0,0.4253731343283582,134.0,12.0,iw8_la_gromeo,Tequim%231698,4,0,1,0,0,0,0,0,0,0,0,1,0,0
95,31.0,15.0,6.0,0.2246376811594203,138.0,9.0,iw8_sn_sksierra,GodlyAcez-,23,0,0,0,1,0,0,0,0,0,0,0,1,0
96,4.0,59.0,1.0,0.029411764705882363,136.0,31.0,iw8_la_rpapa7,Papadogethan,30,0,1,0,0,0,0,0,0,0,0,0,0,1
97,0.0,0.0,0.0,0.0,0.0,0.0,iw8_ar_anovember94,caa%2311577,26,1,0,0,0,0,0,0,0,0,0,1,0,0
98,444.0,495.0,83.0,0.4586776859504133,968.0,343.0,iw8_sn_hdromeo,Los_Blancos44,34,0,0,0,0,0,0,0,0,0,1,0,1,0
99,4523.0,1658.0,725.0,0.34590088712144385,13076.0,294.0,iw8_sm_uzulu,xtddxZ%231539,17,0,0,0,0,0,0,0,0,1,0,1,0,0
100,3966.0,2581.0,482.0,0.5047085772461186,7858.0,1925.0,iw8_pi_cpapa,Pvt74thva,52,0,0,0,0,0,0,1,0,0,0,0,1,0
101,9.0,2.0,0.0,0.5625,16.0,0.0,iw8_sm_victor,D35tr0y3rx2002,59,0,0,0,0,0,0,0,0,1,0,0,1,0
102,3942.0,916.0,242.0,0.3261894911046752,12085.0,292.0,iw8_ar_anovember94,Toxicdeath88,33,1,0,0,0,0,0,0,0,0,0,0,1,0
103,226.0,176.0,1.0,0.3476923076923077,650.0,100.0,iw8_la_gromeo,SeriousFrosti,49,0,1,0,0,0,0,0,0,0,0,0,1,0
104,591.0,195.0,33.0,0.3446064139941691,1715.0,122.0,iw8_sm_smgolf45,ImArmanIII,56,0,0,0,0,0,0,0,0,1,0,0,1,0
105,3468.0,542.0,113.0,0.22811287245938305,15203.0,453.0,iw8_ar_mcharlie,cheesepufftyler,36,1,0,0,0,0,0,0,0,0,0,0,1,0
106,1431.0,858.0,283.0,0.5036958817317846,2841.0,531.0,iw8_pi_decho,ImArmanIII,56,0,0,0,0,0,0,1,0,0,0,0,1,0
107,9860.0,2323.0,522.0,0.25559271068253103,38577.0,727.0,iw8_ar_sierra552,dekro%232100,58,1,0,0,0,0,0,0,0,0,0,1,0,0
108,0.0,0.0,0.0,0.0,0.0,0.0,iw8_sm_charlie9,Attacking,28,0,0,0,0,0,0,0,0,1,0,0,0,1
109,3670.0,1268.0,441.0,0.271108812883209,13537.0,911.0,iw8_ar_falpha,ccCloudcc,42,1,0,0,0,0,0,0,0,0,0,0,1,0
110,0.0,0.0,0.0,0.0,0.0,0.0,iw8_sm_augolf,Gamer52595,65,0,0,0,0,0,0,0,0,1,0,0,1,0
111,0.0,576.0,0.0,0.0,0.0,553.0,iw8_knife,Iwakrawi,39,0,0,0,0,1,0,0,0,0,0,0,1,0
112,755.0,583.0,55.0,0.7497517378351539,1007.0,340.0,iw8_sh_charlie725,Bdongowns,54,0,0,0,0,0,0,0,1,0,0,0,0,1
113,524.0,426.0,67.0,0.30114942528735633,1740.0,323.0,iw8_pi_mike1911,DBigPapi2007,24,0,0,0,0,0,0,1,0,0,0,0,1,0
114,1308.0,1018.0,398.0,0.436,3000.0,655.0,iw8_sn_sbeta,dekro%232100,58,0,0,0,1,0,0,0,0,0,0,1,0,0
115,3312.0,1598.0,822.0,0.23979148566463945,13812.0,713.0,iw8_ar_sierra552,HighTechWarfare,41,1,0,0,0,0,0,0,0,0,0,0,1,0
116,92.0,87.0,24.0,0.2606232294617564,353.0,50.0,iw8_sn_delta,Mephitz%2311649,29,0,0,0,0,0,0,0,0,0,1,1,0,0
117,2297.0,36.0,9.0,0.6755882352941176,3400.0,67.0,iw8_lm_pkilo,Bdubzs%231713,8,0,0,1,0,0,0,0,0,0,0,1,0,0
118,3.0,0.0,0.0,0.5,6.0,0.0,iw8_la_juliet,Damage decrease,19,0,1,0,0,0,0,0,0,0,0,0,0,1
119,1572.0,1134.0,145.0,0.7766798418972332,2024.0,512.0,iw8_sh_charlie725,Tequim%231698,4,0,0,0,0,0,0,0,1,0,0,1,0,0
120,7043.0,1956.0,615.0,0.2555793446311282,27557.0,1185.0,iw8_sn_sksierra,PumpleX%232257,45,0,0,0,1,0,0,0,0,0,0,1,0,0
121,2.0,7.0,0.0,0.060606060606060615,33.0,13.0,iw8_la_gromeo,space%2312706,55,0,1,0,0,0,0,0,0,0,0,1,0,0
122,2010.0,646.0,200.0,0.4954399802809958,4057.0,96.0,iw8_pi_papa320,cheesepufftyler,36,0,0,0,0,0,0,1,0,0,0,0,1,0
123,56417.0,7484.0,1448.0,0.29590215093805233,190661.0,4439.0,iw8_lm_pkilo,Hfe-,53,0,0,1,0,0,0,0,0,0,0,0,1,0
124,13092.0,3505.0,649.0,0.2598650258038904,50380.0,1790.0,iw8_sm_uzulu,Damage decrease,19,0,0,0,0,0,0,0,0,1,0,0,0,1
125,87.0,94.0,22.0,0.35655737704918034,244.0,109.0,iw8_sn_xmike109,Christian524524,31,0,0,0,0,0,0,0,0,0,1,0,1,0
126,149.0,216.0,4.0,0.2795497185741088,533.0,352.0,iw8_la_gromeo,carrypotter%2311124,27,0,1,0,0,0,0,0,0,0,0,1,0,0
127,2330.0,2595.0,519.0,0.3003351379221449,7758.0,2357.0,iw8_sn_xmike109,b Supreme d,13,0,0,0,0,0,0,0,0,0,1,0,0,1
128,2798.0,797.0,133.0,0.22300151430620865,12547.0,560.0,iw8_lm_lima86,Hfe-,53,0,0,1,0,0,0,0,0,0,0,0,1,0
129,1337.0,843.0,443.0,0.4515366430260047,2961.0,89.0,iw8_sm_uzulu,Vegeta%2312910,7,0,0,0,0,0,0,0,0,1,0,1,0,0
130,83902.0,18221.0,4063.0,0.2601983538737308,322454.0,11493.0,iw8_ar_mike4,Papadogethan,30,1,0,0,0,0,0,0,0,0,0,0,0,1
131,1913.0,463.0,75.0,0.2263637439356289,8451.0,407.0,iw8_sm_uzulu,Mephitz%2311649,29,0,0,0,0,0,0,0,0,1,0,1,0,0
132,4041.0,1234.0,237.0,0.2708082026537997,14922.0,424.0,iw8_lm_lima86,SeriousFrosti,49,0,0,1,0,0,0,0,0,0,0,0,1,0
133,1138.0,1121.0,320.0,0.3693605972086985,3081.0,322.0,iw8_sn_delta,oracle%2321895,14,0,0,0,0,0,0,0,0,0,1,1,0,0
134,6.0,1.0,0.0,0.35294117647058826,17.0,4.0,iw8_la_gromeo,caa%2311577,26,0,1,0,0,0,0,0,0,0,0,1,0,0
135,5702.0,1604.0,328.0,0.2354544328364372,24217.0,965.0,iw8_ar_akilo47,dtownjvr214,46,1,0,0,0,0,0,0,0,0,0,0,1,0
136,57.0,59.0,27.0,0.475,120.0,12.0,iw8_sn_delta,Tequim%231698,4,0,0,0,0,0,0,0,0,0,1,1,0,0
137,145967.0,31474.0,4719.0,0.2404102391799169,607158.0,15157.0,iw8_ar_mike4,Peppers%2311699,44,1,0,0,0,0,0,0,0,0,0,1,0,0
138,891.0,572.0,81.0,0.41384115188109616,2153.0,395.0,iw8_pi_cpapa,Peppers%2311699,44,0,0,0,0,0,0,1,0,0,0,1,0,0
139,71.0,13.0,8.0,0.1710843373493976,415.0,0.0,iw8_lm_mkilo3,Shoe kit,48,0,0,1,0,0,0,0,0,0,0,0,0,1
140,0.0,0.0,0.0,0.0,0.0,0.0,iw8_sn_xmike109,Hayabusa,2,0,0,0,0,0,0,0,0,0,1,0,0,1
141,471.0,467.0,55.0,0.7040358744394619,669.0,314.0,iw8_sh_charlie725,Shoe kit,48,0,0,0,0,0,0,0,1,0,0,0,0,1
142,53.0,19.0,3.0,0.3925925925925926,135.0,19.0,iw8_pi_mike9,Slzzpe-ttv,20,0,0,0,0,0,0,1,0,0,0,0,1,0
143,624.0,439.0,88.0,0.4681170292573144,1333.0,302.0,iw8_sh_oscar12,Exeury,43,0,0,0,0,0,0,0,1,0,0,0,1,0
144,4.0,4.0,1.0,0.2857142857142857,14.0,5.0,iw8_sh_mike26,Biggie%2321705,9,0,0,0,0,0,0,0,1,0,0,1,0,0
145,1.0,0.0,0.0,0.5,2.0,0.0,iw8_la_gromeo,ImArmanIII,56,0,1,0,0,0,0,0,0,0,0,0,1,0
146,452.0,238.0,41.0,0.15804195804195806,2860.0,41.0,iw8_ar_anovember94,CheekSlapper%231799,25,1,0,0,0,0,0,0,0,0,0,1,0,0
147,3174.0,1332.0,299.0,0.25404194013126297,12494.0,991.0,iw8_ar_asierra12,winters%2311808,62,1,0,0,0,0,0,0,0,0,0,1,0,0
148,0.0,0.0,0.0,0.0,57.0,0.0,iw8_lm_mkilo3,BLVD POOCH,16,0,0,1,0,0,0,0,0,0,0,0,0,1
149,0.0,0.0,0.0,0.0,0.0,0.0,iw8_ar_tango21,Gamer52595,65,1,0,0,0,0,0,0,0,0,0,0,1,0
150,1503.0,738.0,211.0,0.4100954979536153,3665.0,771.0,iw8_pi_cpapa,Mephitz%2311649,29,0,0,0,0,0,0,1,0,0,0,1,0,0
151,1763.0,761.0,202.0,0.2429713340683572,7256.0,290.0,iw8_ar_falpha,dekro%232100,58,1,0,0,0,0,0,0,0,0,0,1,0,0
152,1286.0,2937.0,1594.0,0.5248979591836734,2450.0,1.0,iw8_ar_asierra12,L_fras,47,1,0,0,0,0,0,0,0,0,0,0,1,0
153,4236.0,947.0,180.0,0.3072459563356785,13787.0,374.0,iw8_sm_beta,SeriousFrosti,49,0,0,0,0,0,0,0,0,1,0,0,1,0
154,57.0,11.0,2.0,0.1906354515050168,299.0,5.0,iw8_sm_smgolf45,ryva1%232844,50,0,0,0,0,0,0,0,0,1,0,1,0,0
155,2.0,7.0,0.0,0.09090909090909093,22.0,5.0,iw8_la_gromeo,Skyler Hacks V3,60,0,1,0,0,0,0,0,0,0,0,0,0,1
156,413.0,73.0,14.0,0.2390046296296296,1728.0,34.0,iw8_ar_mcharlie,Iwakrawi,39,1,0,0,0,0,0,0,0,0,0,0,1,0
157,499.0,528.0,88.0,0.3992,1250.0,439.0,iw8_sn_delta,yungswagboi%231286,51,0,0,0,0,0,0,0,0,0,1,1,0,0
158,1864.0,1327.0,235.0,0.6117492615687562,3047.0,662.0,iw8_pi_cpapa,Slzzpe-ttv,20,0,0,0,0,0,0,1,0,0,0,0,1,0
159,314.0,210.0,65.0,0.18087557603686635,1736.0,60.0,iw8_ar_anovember94,GodlyAcez-,23,1,0,0,0,0,0,0,0,0,0,0,1,0
160,121.0,51.0,25.0,0.09781729991915926,1237.0,19.0,iw8_lm_mgolf36,CheekSlapper%231799,25,0,0,1,0,0,0,0,0,0,0,1,0,0
161,499.0,509.0,266.0,0.5722477064220184,872.0,207.0,iw8_sn_delta,Shoe kit,48,0,0,0,0,0,0,0,0,0,1,0,0,1
162,15.0,3.0,1.0,0.2,75.0,0.0,iw8_lm_mgolf36,EkAZ%232396,32,0,0,1,0,0,0,0,0,0,0,1,0,0
163,5835.0,1290.0,232.0,0.31497975708502024,18525.0,649.0,iw8_sm_mpapa5,Serkull,12,0,0,0,0,0,0,0,0,1,0,0,0,1
164,895.0,224.0,51.0,0.2541891508094292,3521.0,193.0,iw8_ar_scharlie,Mephitz%2311649,29,1,0,0,0,0,0,0,0,0,0,1,0,0
165,10780.0,2409.0,603.0,0.2339105151238988,46086.0,1468.0,iw8_sm_mpapa7,yungswagboi%231286,51,0,0,0,0,0,0,0,0,1,0,1,0,0
166,3200.0,1133.0,370.0,0.19081693500298152,16770.0,421.0,iw8_ar_tango21,Skyler Hacks V3,60,1,0,0,0,0,0,0,0,0,0,0,0,1
167,0.0,0.0,0.0,0.0,0.0,0.0,iw8_la_mike32,Iwakrawi,39,0,1,0,0,0,0,0,0,0,0,0,1,0
168,7017.0,2192.0,376.0,0.23762275651879444,29530.0,1628.0,iw8_pi_mike9,Hfe-,53,0,0,0,0,0,0,1,0,0,0,0,1,0
169,0.0,1.0,0.0,0.0,6.0,5.0,iw8_la_juliet,Shoe kit,48,0,1,0,0,0,0,0,0,0,0,0,0,1
170,2296.0,449.0,93.0,0.2750688870252785,8347.0,208.0,iw8_sm_charlie9,Bdongowns,22,0,0,0,0,0,0,0,0,1,0,0,0,1
171,0.0,0.0,0.0,0.0,0.0,0.0,iw8_lm_mkilo3,Vegeta%2312910,7,0,0,1,0,0,0,0,0,0,0,1,0,0
172,849.0,222.0,39.0,0.2526033918476644,3361.0,117.0,iw8_lm_lima86,sahoka%2311682,37,0,0,1,0,0,0,0,0,0,0,1,0,0
173,4701.0,1185.0,185.0,0.320646613464293,14661.0,507.0,iw8_sm_augolf,Los_Blancos44,34,0,0,0,0,0,0,0,0,1,0,0,1,0
