hits,kills,kdRatio,headshots,accuracy,shots,deaths,weapon,weapontype,user,gametype,headShots
946.0,787.0,1.825986078886311,264.0,0.6111111111111112,1548.0,431.0,iw8_sn_sbeta,weapon_marksman,Vegeta%2312910,battle,
424.0,468.0,17.333333333333332,395.0,0.8153846153846154,520.0,27.0,iw8_sn_crossbow,weapon_marksman,Vegeta%2312910,battle,
1170.0,1228.0,2.8100686498855834,448.0,0.6283566058002148,1862.0,437.0,iw8_sn_kilo98,weapon_marksman,Vegeta%2312910,battle,
580.0,526.0,5.422680412371134,171.0,0.6338797814207651,915.0,97.0,iw8_sn_mike14,weapon_marksman,Vegeta%2312910,battle,
61.0,45.0,1.9565217391304348,42.0,0.291866028708134,209.0,23.0,iw8_sn_sksierra,weapon_marksman,Vegeta%2312910,battle,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,iw8_me_akimboblunt,weapon_melee,Vegeta%2312910,battle,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,iw8_me_akimboblades,weapon_melee,Vegeta%2312910,battle,
7.0,364.0,0.6243567753001715,0.0,7.0,0.0,583.0,iw8_knife,weapon_melee,Vegeta%2312910,battle,
247.0,315.0,2.625,141.0,0.35797101449275365,690.0,120.0,iw8_sn_alpha50,weapon_sniper,Bdubzs%231713,battle,
21.0,33.0,2.2,13.0,0.27631578947368424,76.0,15.0,iw8_sn_hdromeo,weapon_sniper,Bdubzs%231713,battle,
6.0,6.0,1.5,1.0,0.2727272727272727,22.0,4.0,iw8_sn_delta,weapon_sniper,Bdubzs%231713,battle,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,iw8_sn_xmike109,weapon_sniper,Bdubzs%231713,battle,
0.0,0.0,,,,0.0,0.0,equip_gas_grenade,tacticals,Bdubzs%231713,battle,0.0
0.0,0.0,,,,0.0,0.0,equip_snapshot_grenade,tacticals,Bdubzs%231713,battle,0.0
0.0,0.0,,,,0.0,0.0,equip_decoy,tacticals,Bdubzs%231713,battle,0.0
0.0,0.0,,,,0.0,0.0,equip_smoke,tacticals,Bdubzs%231713,battle,0.0
0.0,0.0,,,,0.0,0.0,equip_concussion,tacticals,Bdubzs%231713,battle,0.0
0.0,0.0,,,,0.0,0.0,equip_hb_sensor,tacticals,Bdubzs%231713,battle,0.0
0.0,0.0,,,,0.0,0.0,equip_flash,tacticals,Bdubzs%231713,battle,0.0
0.0,0.0,,,,0.0,0.0,equip_adrenaline,tacticals,Bdubzs%231713,battle,0.0
0.0,595.0,,,,0.0,0.0,equip_frag,lethals,Bdubzs%231713,battle,0.0
0.0,43.0,,,,0.0,0.0,equip_thermite,lethals,Bdubzs%231713,battle,0.0
0.0,14.0,,,,0.0,0.0,equip_semtex,lethals,Bdubzs%231713,battle,0.0
0.0,1527.0,,,,0.0,0.0,equip_claymore,lethals,Bdubzs%231713,battle,0.0
0.0,189.0,,,,0.0,0.0,equip_c4,lethals,Bdubzs%231713,battle,0.0
0.0,12.0,,,,0.0,0.0,equip_at_mine,lethals,Bdubzs%231713,battle,0.0
0.0,13.0,,,,0.0,0.0,equip_throwing_knife,lethals,Bdubzs%231713,battle,0.0
0.0,5.0,,,,0.0,0.0,equip_molotov,lethals,Bdubzs%231713,battle,0.0
3354.0,81.0,0.9,31.0,0.6143982414361605,5459.0,90.0,iw8_lm_kilo121,weapon_lmg,Bdubzs%231713,battle,
12.0,2.0,2.0,1.0,0.1276595744680851,94.0,0.0,iw8_lm_mkilo3,weapon_lmg,Bdubzs%231713,battle,
38.0,7.0,7.0,3.0,0.23170731707317074,164.0,1.0,iw8_lm_mgolf34,weapon_lmg,Bdubzs%231713,battle,
47.0,11.0,11.0,1.0,0.2865853658536585,164.0,0.0,iw8_lm_lima86,weapon_lmg,Bdubzs%231713,battle,
2297.0,36.0,0.5373134328358209,9.0,0.6755882352941176,3400.0,67.0,iw8_lm_pkilo,weapon_lmg,Bdubzs%231713,battle,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,iw8_lm_mgolf36,weapon_lmg,Bdubzs%231713,battle,
9.0,0.0,0.0,0.0,0.4090909090909091,22.0,11.0,iw8_la_gromeo,weapon_launcher,Bdubzs%231713,battle,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,iw8_la_rpapa7,weapon_launcher,Bdubzs%231713,battle,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,iw8_la_juliet,weapon_launcher,Bdubzs%231713,battle,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,iw8_la_kgolf,weapon_launcher,Bdubzs%231713,battle,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,iw8_la_mike32,weapon_launcher,Bdubzs%231713,battle,
125.0,58.0,0.25663716814159293,27.0,0.40584415584415584,308.0,226.0,iw8_pi_cpapa,weapon_pistol,Bdubzs%231713,battle,
31.0,9.0,1.5,6.0,0.18235294117647058,170.0,6.0,iw8_pi_mike9,weapon_pistol,Bdubzs%231713,battle,
80.0,26.0,1.04,12.0,0.2807017543859649,285.0,25.0,iw8_pi_mike1911,weapon_pistol,Bdubzs%231713,battle,
173.0,61.0,2.44,21.0,0.3008695652173913,575.0,25.0,iw8_pi_golf21,weapon_pistol,Bdubzs%231713,battle,
53.0,24.0,1.7142857142857142,10.0,0.3419354838709677,155.0,14.0,iw8_pi_decho,weapon_pistol,Bdubzs%231713,battle,
50.0,22.0,11.0,9.0,0.36764705882352944,136.0,2.0,iw8_pi_papa320,weapon_pistol,Bdubzs%231713,battle,
79.0,36.0,12.0,13.0,0.3319327731092437,238.0,3.0,iw8_ar_falima,weapon_assault_rifle,Bdubzs%231713,battle,
10.0,3.0,3.0,0.0,0.2,50.0,0.0,iw8_ar_tango21,weapon_assault_rifle,Bdubzs%231713,battle,
122813.0,28964.0,2.212681436210848,7465.0,0.2624439320538765,467959.0,13090.0,iw8_ar_mike4,weapon_assault_rifle,Bdubzs%231713,battle,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,iw8_ar_anovember94,weapon_assault_rifle,Bdubzs%231713,battle,
105.0,31.0,1.4090909090909092,12.0,0.27925531914893614,376.0,22.0,iw8_ar_falpha,weapon_assault_rifle,Bdubzs%231713,battle,
115.0,26.0,3.25,14.0,0.27315914489311166,421.0,8.0,iw8_ar_mcharlie,weapon_assault_rifle,Bdubzs%231713,battle,
259.0,41.0,0.82,8.0,0.32054455445544555,808.0,50.0,iw8_ar_akilo47,weapon_assault_rifle,Bdubzs%231713,battle,
234.0,48.0,1.5483870967741935,8.0,0.2508038585209003,933.0,31.0,iw8_ar_kilo433,weapon_assault_rifle,Bdubzs%231713,battle,
32.0,13.0,1.8571428571428572,8.0,0.17777777777777778,180.0,7.0,iw8_ar_scharlie,weapon_assault_rifle,Bdubzs%231713,battle,
10.0,8.0,2.6666666666666665,2.0,0.29411764705882354,34.0,3.0,iw8_ar_asierra12,weapon_assault_rifle,Bdubzs%231713,battle,
2066.0,659.0,3.183574879227053,156.0,0.2515830491962981,8212.0,207.0,iw8_ar_galima,weapon_assault_rifle,Bdubzs%231713,battle,
245.0,54.0,1.4594594594594594,10.0,0.2587117212249208,947.0,37.0,iw8_ar_sierra552,weapon_assault_rifle,Bdubzs%231713,battle,
0.0,0.0,0.0,0.0,0.0,0.0,4.0,iw8_me_riotshield,weapon_other,Bdubzs%231713,battle,
9.0,5.0,1.6666666666666667,1.0,0.5294117647058824,17.0,3.0,iw8_sh_mike26,weapon_shotgun,Bdubzs%231713,battle,
8859.0,6190.0,2.1184120465434635,861.0,0.6775007647598654,13076.0,2922.0,iw8_sh_charlie725,weapon_shotgun,Bdubzs%231713,battle,
12.0,9.0,4.5,3.0,0.35294117647058826,34.0,2.0,iw8_sh_oscar12,weapon_shotgun,Bdubzs%231713,battle,
1181.0,992.0,1.0195272353545735,99.0,0.5887337986041874,2006.0,973.0,iw8_sh_romeo870,weapon_shotgun,Bdubzs%231713,battle,
56.0,29.0,1.9333333333333333,5.0,0.5833333333333334,96.0,15.0,iw8_sh_dpapa12,weapon_shotgun,Bdubzs%231713,battle,
72.0,19.0,9.5,11.0,0.23452768729641693,307.0,2.0,iw8_sm_mpapa7,weapon_smg,Bdubzs%231713,battle,
685.0,172.0,3.0714285714285716,74.0,0.2999124343257443,2284.0,56.0,iw8_sm_augolf,weapon_smg,Bdubzs%231713,battle,
907.0,207.0,1.335483870967742,64.0,0.25862560593099515,3507.0,155.0,iw8_sm_papa90,weapon_smg,Bdubzs%231713,battle,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,iw8_sm_charlie9,weapon_smg,Bdubzs%231713,battle,
1545.0,358.0,1.1623376623376624,58.0,0.26977475117862754,5727.0,308.0,iw8_sm_mpapa5,weapon_smg,Bdubzs%231713,battle,
320.0,67.0,1.558139534883721,21.0,0.3190428713858425,1003.0,43.0,iw8_sm_smgolf45,weapon_smg,Bdubzs%231713,battle,
2415.0,647.0,2.967889908256881,182.0,0.2625570776255708,9198.0,218.0,iw8_sm_beta,weapon_smg,Bdubzs%231713,battle,
2891.0,646.0,2.896860986547085,285.0,0.21720510894064612,13310.0,223.0,iw8_sm_victor,weapon_smg,Bdubzs%231713,battle,
212.0,52.0,2.6,26.0,0.28191489361702127,752.0,20.0,iw8_sm_uzulu,weapon_smg,Bdubzs%231713,battle,
511.0,421.0,1.398671096345515,213.0,0.5089641434262948,1004.0,301.0,iw8_sn_sbeta,weapon_marksman,Bdubzs%231713,battle,
1.0,3.0,3.0,1.0,0.1,10.0,0.0,iw8_sn_crossbow,weapon_marksman,Bdubzs%231713,battle,
71.0,68.0,1.5813953488372092,29.0,0.4057142857142857,175.0,43.0,iw8_sn_kilo98,weapon_marksman,Bdubzs%231713,battle,
60.0,40.0,8.0,23.0,0.3015075376884422,199.0,5.0,iw8_sn_mike14,weapon_marksman,Bdubzs%231713,battle,
266.0,147.0,5.068965517241379,97.0,0.2641509433962264,1007.0,29.0,iw8_sn_sksierra,weapon_marksman,Bdubzs%231713,battle,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,iw8_me_akimboblunt,weapon_melee,Bdubzs%231713,battle,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,iw8_me_akimboblades,weapon_melee,Bdubzs%231713,battle,
0.0,8.0,0.3076923076923077,0.0,0.0,0.0,26.0,iw8_knife,weapon_melee,Bdubzs%231713,battle,
1087.0,1324.0,1.4533479692645443,251.0,0.3651326839099765,2977.0,911.0,iw8_sn_alpha50,weapon_sniper,Biggie%2321705,battle,
265.0,469.0,26.055555555555557,147.0,0.742296918767507,357.0,18.0,iw8_sn_hdromeo,weapon_sniper,Biggie%2321705,battle,
862.0,929.0,3.5593869731800765,222.0,0.4522560335781742,1906.0,261.0,iw8_sn_delta,weapon_sniper,Biggie%2321705,battle,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,iw8_sn_xmike109,weapon_sniper,Biggie%2321705,battle,
0.0,0.0,,,,0.0,0.0,equip_gas_grenade,tacticals,Biggie%2321705,battle,0.0
0.0,0.0,,,,0.0,0.0,equip_snapshot_grenade,tacticals,Biggie%2321705,battle,0.0
0.0,0.0,,,,0.0,0.0,equip_decoy,tacticals,Biggie%2321705,battle,0.0
0.0,0.0,,,,0.0,0.0,equip_smoke,tacticals,Biggie%2321705,battle,0.0
0.0,0.0,,,,0.0,0.0,equip_concussion,tacticals,Biggie%2321705,battle,0.0
0.0,0.0,,,,0.0,0.0,equip_hb_sensor,tacticals,Biggie%2321705,battle,0.0
0.0,0.0,,,,0.0,0.0,equip_flash,tacticals,Biggie%2321705,battle,0.0
0.0,0.0,,,,0.0,0.0,equip_adrenaline,tacticals,Biggie%2321705,battle,0.0
0.0,157.0,,,,0.0,0.0,equip_frag,lethals,Biggie%2321705,battle,0.0
0.0,325.0,,,,0.0,0.0,equip_thermite,lethals,Biggie%2321705,battle,0.0
0.0,749.0,,,,0.0,0.0,equip_semtex,lethals,Biggie%2321705,battle,0.0
0.0,278.0,,,,0.0,0.0,equip_claymore,lethals,Biggie%2321705,battle,0.0
0.0,1145.0,,,,0.0,0.0,equip_c4,lethals,Biggie%2321705,battle,0.0
0.0,74.0,,,,0.0,0.0,equip_at_mine,lethals,Biggie%2321705,battle,0.0
0.0,507.0,,,,0.0,0.0,equip_throwing_knife,lethals,Biggie%2321705,battle,0.0
0.0,2.0,,,,0.0,0.0,equip_molotov,lethals,Biggie%2321705,battle,0.0
1372.0,311.0,3.534090909090909,94.0,0.34866581956797965,3935.0,88.0,iw8_lm_kilo121,weapon_lmg,Biggie%2321705,battle,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,iw8_lm_mkilo3,weapon_lmg,Biggie%2321705,battle,
2087.0,503.0,3.6715328467153285,128.0,0.3164518574677786,6595.0,137.0,iw8_lm_mgolf34,weapon_lmg,Biggie%2321705,battle,
1351.0,956.0,14.484848484848484,148.0,0.31721061281991075,4259.0,66.0,iw8_lm_lima86,weapon_lmg,Biggie%2321705,battle,
8829.0,2616.0,3.0312862108922363,476.0,0.21466083150984683,41130.0,863.0,iw8_lm_pkilo,weapon_lmg,Biggie%2321705,battle,
1432.0,231.0,1.925,43.0,0.2754375841507982,5199.0,120.0,iw8_lm_mgolf36,weapon_lmg,Biggie%2321705,battle,
14.0,8.0,0.8888888888888888,0.0,0.3111111111111111,45.0,9.0,iw8_la_gromeo,weapon_launcher,Biggie%2321705,battle,
298.0,511.0,2.732620320855615,5.0,0.12867012089810018,2316.0,187.0,iw8_la_rpapa7,weapon_launcher,Biggie%2321705,battle,
85.0,147.0,2.2615384615384615,0.0,0.16314779270633398,521.0,65.0,iw8_la_juliet,weapon_launcher,Biggie%2321705,battle,
13.0,0.0,0.0,0.0,0.9285714285714286,14.0,1.0,iw8_la_kgolf,weapon_launcher,Biggie%2321705,battle,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,iw8_la_mike32,weapon_launcher,Biggie%2321705,battle,
4387.0,2588.0,2.8851727982162765,518.0,0.767897776999825,5713.0,897.0,iw8_pi_cpapa,weapon_pistol,Biggie%2321705,battle,
945.0,524.0,1.2300469483568075,81.0,0.17470881863560733,5409.0,426.0,iw8_pi_mike9,weapon_pistol,Biggie%2321705,battle,
788.0,505.0,6.0843373493975905,240.0,0.4735576923076923,1664.0,83.0,iw8_pi_mike1911,weapon_pistol,Biggie%2321705,battle,
3506.0,920.0,2.911392405063291,207.0,0.35691743866435915,9823.0,316.0,iw8_pi_golf21,weapon_pistol,Biggie%2321705,battle,
3715.0,2343.0,1.8910411622276029,728.0,0.40819690143940224,9101.0,1239.0,iw8_pi_decho,weapon_pistol,Biggie%2321705,battle,
2052.0,756.0,2.6526315789473682,78.0,0.38162544169611307,5377.0,285.0,iw8_pi_papa320,weapon_pistol,Biggie%2321705,battle,
4242.0,1144.0,1.8541329011345218,213.0,0.41405563689604685,10245.0,617.0,iw8_ar_falima,weapon_assault_rifle,Biggie%2321705,battle,
3639.0,898.0,3.8376068376068377,91.0,0.32424485431702754,11223.0,234.0,iw8_ar_tango21,weapon_assault_rifle,Biggie%2321705,battle,
36807.0,5591.0,1.9101469080970277,1405.0,0.3566085996085802,103214.0,2927.0,iw8_ar_mike4,weapon_assault_rifle,Biggie%2321705,battle,
6626.0,1946.0,3.1286173633440515,466.0,0.33549367088607596,19750.0,622.0,iw8_ar_falpha,weapon_assault_rifle,Biggie%2321705,battle,
13275.0,2434.0,2.3494208494208495,509.0,0.3332245594658366,39838.0,1036.0,iw8_ar_mcharlie,weapon_assault_rifle,Biggie%2321705,battle,
6354.0,1625.0,1.9768856447688565,301.0,0.3088213851761847,20575.0,822.0,iw8_ar_akilo47,weapon_assault_rifle,Biggie%2321705,battle,
8427.0,1728.0,2.282694848084544,300.0,0.22557417420632797,37358.0,757.0,iw8_ar_kilo433,weapon_assault_rifle,Biggie%2321705,battle,
2913.0,1214.0,5.301310043668122,435.0,0.4403628117913832,6615.0,229.0,iw8_ar_scharlie,weapon_assault_rifle,Biggie%2321705,battle,
2360.0,1082.0,3.1002865329512894,177.0,0.298582995951417,7904.0,349.0,iw8_ar_asierra12,weapon_assault_rifle,Biggie%2321705,battle,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,iw8_ar_galima,weapon_assault_rifle,Biggie%2321705,battle,
28990.0,6621.0,2.2218120805369126,1331.0,0.20942294911434103,138428.0,2980.0,iw8_ar_sierra552,weapon_assault_rifle,Biggie%2321705,battle,
0.0,268.0,0.7486033519553073,0.0,0.0,0.0,358.0,iw8_me_riotshield,weapon_other,Biggie%2321705,battle,
4.0,4.0,0.8,1.0,0.2857142857142857,14.0,5.0,iw8_sh_mike26,weapon_shotgun,Biggie%2321705,battle,
4017.0,3523.0,2.277310924369748,344.0,0.6248250116658889,6429.0,1547.0,iw8_sh_charlie725,weapon_shotgun,Biggie%2321705,battle,
341.0,203.0,2.3068181818181817,18.0,0.56738768718802,601.0,88.0,iw8_sh_oscar12,weapon_shotgun,Biggie%2321705,battle,
1871.0,1215.0,1.8161434977578474,163.0,0.9003849855630414,2078.0,669.0,iw8_sh_romeo870,weapon_shotgun,Biggie%2321705,battle,
803.0,439.0,2.412087912087912,55.0,0.7455896007428041,1077.0,182.0,iw8_sh_dpapa12,weapon_shotgun,Biggie%2321705,battle,
17040.0,3287.0,2.2406271301976823,611.0,0.3069606571552097,55512.0,1467.0,iw8_sm_mpapa7,weapon_smg,Biggie%2321705,battle,
8477.0,1671.0,2.623233908948195,236.0,0.36480612815767954,23237.0,637.0,iw8_sm_augolf,weapon_smg,Biggie%2321705,battle,
9802.0,2333.0,2.4713983050847457,259.0,0.2947615324472244,33254.0,944.0,iw8_sm_papa90,weapon_smg,Biggie%2321705,battle,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,iw8_sm_charlie9,weapon_smg,Biggie%2321705,battle,
24673.0,4555.0,2.059222423146474,884.0,0.3219799292695977,76629.0,2212.0,iw8_sm_mpapa5,weapon_smg,Biggie%2321705,battle,
1857.0,729.0,2.2158054711246202,96.0,0.2792901188148594,6649.0,329.0,iw8_sm_smgolf45,weapon_smg,Biggie%2321705,battle,
19624.0,4234.0,2.4488143435511858,692.0,0.310904798871972,63119.0,1729.0,iw8_sm_beta,weapon_smg,Biggie%2321705,battle,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,iw8_sm_victor,weapon_smg,Biggie%2321705,battle,
9512.0,2986.0,3.9760319573901466,365.0,0.32308685166944057,29441.0,751.0,iw8_sm_uzulu,weapon_smg,Biggie%2321705,battle,
2146.0,1690.0,2.6825396825396823,437.0,0.6375519904931669,3366.0,630.0,iw8_sn_sbeta,weapon_marksman,Biggie%2321705,battle,
7.0,11.0,1.8333333333333333,1.0,0.21875,32.0,6.0,iw8_sn_crossbow,weapon_marksman,Biggie%2321705,battle,
2706.0,2659.0,2.769791666666667,817.0,0.5540540540540541,4884.0,960.0,iw8_sn_kilo98,weapon_marksman,Biggie%2321705,battle,
3429.0,2215.0,3.779863481228669,951.0,0.3710235879679723,9242.0,586.0,iw8_sn_mike14,weapon_marksman,Biggie%2321705,battle,
35.0,23.0,0.92,3.0,0.24305555555555555,144.0,25.0,iw8_sn_sksierra,weapon_marksman,Biggie%2321705,battle,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,iw8_me_akimboblunt,weapon_melee,Biggie%2321705,battle,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,iw8_me_akimboblades,weapon_melee,Biggie%2321705,battle,
0.0,315.0,1.1886792452830188,0.0,0.0,0.0,265.0,iw8_knife,weapon_melee,Biggie%2321705,battle,
2180.0,2774.0,8.406060606060606,643.0,0.3799233182293482,5738.0,330.0,iw8_sn_alpha50,weapon_sniper,ChillItWasntMe,xbl,
527.0,618.0,7.725,148.0,0.43734439834024896,1205.0,80.0,iw8_sn_hdromeo,weapon_sniper,ChillItWasntMe,xbl,
672.0,596.0,9.169230769230769,247.0,0.4970414201183432,1352.0,65.0,iw8_sn_delta,weapon_sniper,ChillItWasntMe,xbl,
91.0,135.0,3.2142857142857144,35.0,0.21311475409836064,427.0,42.0,iw8_sn_xmike109,weapon_sniper,ChillItWasntMe,xbl,
0.0,0.0,,,,0.0,0.0,equip_gas_grenade,tacticals,ChillItWasntMe,xbl,0.0
0.0,0.0,,,,0.0,0.0,equip_snapshot_grenade,tacticals,ChillItWasntMe,xbl,0.0
0.0,0.0,,,,0.0,0.0,equip_decoy,tacticals,ChillItWasntMe,xbl,0.0
0.0,0.0,,,,0.0,0.0,equip_smoke,tacticals,ChillItWasntMe,xbl,0.0
0.0,0.0,,,,0.0,0.0,equip_concussion,tacticals,ChillItWasntMe,xbl,0.0
0.0,0.0,,,,0.0,0.0,equip_hb_sensor,tacticals,ChillItWasntMe,xbl,0.0
0.0,0.0,,,,0.0,0.0,equip_flash,tacticals,ChillItWasntMe,xbl,0.0
0.0,0.0,,,,0.0,0.0,equip_adrenaline,tacticals,ChillItWasntMe,xbl,0.0
0.0,117.0,,,,0.0,0.0,equip_frag,lethals,ChillItWasntMe,xbl,0.0
0.0,549.0,,,,0.0,0.0,equip_thermite,lethals,ChillItWasntMe,xbl,0.0
0.0,108.0,,,,0.0,0.0,equip_semtex,lethals,ChillItWasntMe,xbl,0.0
0.0,329.0,,,,0.0,0.0,equip_claymore,lethals,ChillItWasntMe,xbl,0.0
0.0,3758.0,,,,0.0,0.0,equip_c4,lethals,ChillItWasntMe,xbl,0.0
0.0,20.0,,,,0.0,0.0,equip_at_mine,lethals,ChillItWasntMe,xbl,0.0
0.0,10.0,,,,0.0,0.0,equip_throwing_knife,lethals,ChillItWasntMe,xbl,0.0
0.0,77.0,,,,0.0,0.0,equip_molotov,lethals,ChillItWasntMe,xbl,0.0
710.0,504.0,4.99009900990099,125.0,0.15016920473773265,4728.0,101.0,iw8_lm_kilo121,weapon_lmg,ChillItWasntMe,xbl,
4.0,0.0,0.0,0.0,0.1,40.0,0.0,iw8_lm_mkilo3,weapon_lmg,ChillItWasntMe,xbl,
254.0,70.0,3.5,24.0,0.15020697811945594,1691.0,20.0,iw8_lm_mgolf34,weapon_lmg,ChillItWasntMe,xbl,
1227.0,667.0,4.0920245398773005,133.0,0.2137630662020906,5740.0,163.0,iw8_lm_lima86,weapon_lmg,ChillItWasntMe,xbl,
1964.0,1100.0,4.741379310344827,249.0,0.17121436666376078,11471.0,232.0,iw8_lm_pkilo,weapon_lmg,ChillItWasntMe,xbl,
1189.0,523.0,4.798165137614679,110.0,0.22669208770257387,5245.0,109.0,iw8_lm_mgolf36,weapon_lmg,ChillItWasntMe,xbl,
34.0,1.0,0.16666666666666666,0.0,0.4594594594594595,74.0,6.0,iw8_la_gromeo,weapon_launcher,ChillItWasntMe,xbl,
29.0,363.0,2.951219512195122,2.0,0.0424597364568082,683.0,123.0,iw8_la_rpapa7,weapon_launcher,ChillItWasntMe,xbl,
9.0,3.0,0.14285714285714285,0.0,0.1875,48.0,21.0,iw8_la_juliet,weapon_launcher,ChillItWasntMe,xbl,
1.0,1.0,1.0,0.0,0.5,2.0,0.0,iw8_la_kgolf,weapon_launcher,ChillItWasntMe,xbl,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,iw8_la_mike32,weapon_launcher,ChillItWasntMe,xbl,
4886.0,3552.0,4.385185185185185,783.0,0.6045533283840634,8082.0,810.0,iw8_pi_cpapa,weapon_pistol,ChillItWasntMe,xbl,
1497.0,680.0,3.3333333333333335,94.0,0.18055723073211916,8291.0,204.0,iw8_pi_mike9,weapon_pistol,ChillItWasntMe,xbl,
1000.0,610.0,2.9901960784313726,94.0,0.28137310073157007,3554.0,204.0,iw8_pi_mike1911,weapon_pistol,ChillItWasntMe,xbl,
824.0,534.0,3.3375,71.0,0.26727213752838147,3083.0,160.0,iw8_pi_golf21,weapon_pistol,ChillItWasntMe,xbl,
3936.0,3325.0,2.8035413153457,610.0,0.3048091071013707,12913.0,1186.0,iw8_pi_decho,weapon_pistol,ChillItWasntMe,xbl,
914.0,525.0,3.0346820809248554,70.0,0.27513546056592414,3322.0,173.0,iw8_pi_papa320,weapon_pistol,ChillItWasntMe,xbl,
1555.0,1149.0,6.758823529411765,382.0,0.3272306397306397,4752.0,170.0,iw8_ar_falima,weapon_assault_rifle,ChillItWasntMe,xbl,
16741.0,4235.0,5.692204301075269,659.0,0.2493706522872507,67133.0,744.0,iw8_ar_tango21,weapon_assault_rifle,ChillItWasntMe,xbl,
21408.0,4749.0,3.03063178047224,1022.0,0.21753444701865626,98412.0,1567.0,iw8_ar_mike4,weapon_assault_rifle,ChillItWasntMe,xbl,
572.0,160.0,4.2105263157894735,27.0,0.22493118364136847,2543.0,38.0,iw8_ar_anovember94,weapon_assault_rifle,ChillItWasntMe,xbl,
2069.0,1101.0,5.61734693877551,262.0,0.26263010916476265,7878.0,196.0,iw8_ar_falpha,weapon_assault_rifle,ChillItWasntMe,xbl,
6139.0,1908.0,4.7227722772277225,527.0,0.24356278516167426,25205.0,404.0,iw8_ar_mcharlie,weapon_assault_rifle,ChillItWasntMe,xbl,
4075.0,2117.0,7.274914089347079,556.0,0.2789758335044841,14607.0,291.0,iw8_ar_akilo47,weapon_assault_rifle,ChillItWasntMe,xbl,
3659.0,1329.0,5.8034934497816595,364.0,0.26622526193247964,13744.0,229.0,iw8_ar_kilo433,weapon_assault_rifle,ChillItWasntMe,xbl,
2573.0,1905.0,11.475903614457831,555.0,0.2404897653986354,10699.0,166.0,iw8_ar_scharlie,weapon_assault_rifle,ChillItWasntMe,xbl,
1350.0,820.0,7.735849056603773,220.0,0.3232758620689655,4176.0,106.0,iw8_ar_asierra12,weapon_assault_rifle,ChillItWasntMe,xbl,
855.0,344.0,4.914285714285715,32.0,0.2054300816914945,4162.0,70.0,iw8_ar_galima,weapon_assault_rifle,ChillItWasntMe,xbl,
8930.0,2444.0,5.278617710583154,438.0,0.2386551926880111,37418.0,463.0,iw8_ar_sierra552,weapon_assault_rifle,ChillItWasntMe,xbl,
0.0,215.0,4.479166666666667,0.0,0.0,0.0,48.0,iw8_me_riotshield,weapon_other,ChillItWasntMe,xbl,
4.0,2.0,2.0,1.0,0.4444444444444444,9.0,1.0,iw8_sh_mike26,weapon_shotgun,ChillItWasntMe,xbl,
5239.0,4075.0,3.1346153846153846,472.0,0.700120272617934,7483.0,1300.0,iw8_sh_charlie725,weapon_shotgun,ChillItWasntMe,xbl,
922.0,756.0,3.617224880382775,91.0,0.5063152114222954,1821.0,209.0,iw8_sh_oscar12,weapon_shotgun,ChillItWasntMe,xbl,
694.0,562.0,2.2753036437246963,153.0,0.809801633605601,857.0,247.0,iw8_sh_romeo870,weapon_shotgun,ChillItWasntMe,xbl,
998.0,804.0,4.02,75.0,0.5418023887079262,1842.0,200.0,iw8_sh_dpapa12,weapon_shotgun,ChillItWasntMe,xbl,
3880.0,831.0,3.310756972111554,165.0,0.24307730860794385,15962.0,251.0,iw8_sm_mpapa7,weapon_smg,ChillItWasntMe,xbl,
5749.0,1401.0,3.2581395348837208,228.0,0.2658988945932196,21621.0,430.0,iw8_sm_augolf,weapon_smg,ChillItWasntMe,xbl,
10715.0,2433.0,4.130730050933786,488.0,0.2524800301609369,42439.0,589.0,iw8_sm_papa90,weapon_smg,ChillItWasntMe,xbl,
1495.0,485.0,3.1493506493506493,89.0,0.21094962607591364,7087.0,154.0,iw8_sm_charlie9,weapon_smg,ChillItWasntMe,xbl,
18937.0,5122.0,4.400343642611684,1014.0,0.24406810243720115,77589.0,1164.0,iw8_sm_mpapa5,weapon_smg,ChillItWasntMe,xbl,
2128.0,1211.0,4.622137404580153,159.0,0.1997184420459878,10655.0,262.0,iw8_sm_smgolf45,weapon_smg,ChillItWasntMe,xbl,
3815.0,961.0,3.1926910299003324,138.0,0.2563327286165424,14883.0,301.0,iw8_sm_beta,weapon_smg,ChillItWasntMe,xbl,
